link_id,from_node_id,to_node_id,dir_flag,geometry,length
7031,7641,1070,1,"LINESTRING (-87.2209216 30.5054294, -87.2214129 30.5054283)",47.06839072
7032,1090,1139,1,"LINESTRING (-87.26333 30.501023, -87.263308 30.501276, -87.263298 30.501648, -87.26332 30.501916, -87.263369 30.502182, -87.263444 30.502444, -87.263532 30.502666, -87.263671 30.502949, -87.263821 30.503187, -87.263994 30.503413, -87.264189 30.503626, -87.264403 30.503823, -87.264636 30.504003, -87.264885 30.504166, -87.265149 30.504308, -87.265425 30.50443, -87.265712 30.504531, -87.2664684 30.5047413)",565.3817502
7033,1113,1054,1,"LINESTRING (-87.3127045 30.5208028, -87.312059 30.520463, -87.311384 30.520111, -87.310949 30.519877, -87.31013 30.519426, -87.309972 30.519333)",308.6094537
7034,1059,1058,1,"LINESTRING (-87.314404 30.5225673, -87.3152365 30.5227812, -87.3160321 30.5229917, -87.3164205 30.5231235, -87.3168732 30.5232923)",250.1710102
7035,1073,9223,1,"LINESTRING (-87.332299 30.534184, -87.332312 30.534323, -87.332335 30.5344873)",33.90781242
7036,8122,8125,1,"LINESTRING (-87.3488447 30.5437968, -87.3487035 30.5437826, -87.348354 30.5436804, -87.3479641 30.5435028, -87.3478201 30.5434057, -87.3475104 30.543254)",142.8348219
7037,1053,1054,1,"LINESTRING (-87.312514 30.519604, -87.312195 30.519598, -87.311011 30.519572, -87.310887 30.519563, -87.310763 30.519548, -87.31064 30.519527, -87.310229 30.519427, -87.310095 30.519386, -87.309972 30.519333)",247.6463616
7038,10306,1059,1,"LINESTRING (-87.313568 30.522351, -87.3139984 30.5224609, -87.314404 30.5225673)",83.6121967
7039,10308,7655,1,"LINESTRING (-87.2275755 30.4726209, -87.2276007 30.4727, -87.2276871 30.4729005, -87.2277192 30.4730099)",45.45129266
7040,10309,1082,1,"LINESTRING (-87.2291736 30.4717623, -87.2291339 30.4716618, -87.2290522 30.4714298)",38.76431383
7041,11312,10270,1,"LINESTRING (-87.2189502 30.4514365, -87.2188296 30.4516149, -87.2187312 30.4517533)",41.00977906
7042,1157,1158,1,"LINESTRING (-84.8854951 30.6332295, -84.8902012 30.632132)",466.5142239
7043,3248,3254,1,"LINESTRING (-84.9516796 30.6364665, -84.9499502 30.6363959, -84.9489291 30.6363499, -84.9406655 30.6360401, -84.9399872 30.636008)",1119.830686
7044,1474,1476,1,"LINESTRING (-85.0322645 30.6537506, -85.0311963 30.6531822, -85.029367 30.6521945, -85.0287676 30.6519235, -85.0281214 30.6516525, -85.027397 30.6513709, -85.0267566 30.6511615, -85.0258686 30.6508834, -85.0250153 30.6506733, -85.0237954 30.6504366, -85.0229864 30.6503062, -85.0223268 30.650232, -85.0215624 30.6501808, -85.0208447 30.6501536, -85.0187547 30.6500999, -85.0179741 30.6500194, -85.0172683 30.6499148, -85.016435 30.6497488, -85.0157209 30.6495501, -85.0150722 30.6493595, -85.0141208 30.6489863, -85.0133177 30.6485923, -85.0127416 30.6482895, -85.0121122 30.6478703, -85.0113865 30.6474053, -85.0085623 30.6455364, -85.0062418 30.6439697, -85.0053542 30.6433741, -85.0037169 30.6423278, -85.0020691 30.6414387, -85.0014881 30.6411536, -85.0009721 30.6408964, -84.9999229 30.6404734, -84.9992492 30.6402286, -84.9985268 30.6399837, -84.9976904 30.6397185, -84.9968541 30.6394882, -84.9960093 30.6392797)",3901.355499
7045,3232,3216,1,"LINESTRING (-85.0442851 30.6606495, -85.0476311 30.6624496, -85.0547244 30.6664205, -85.0584795 30.6684515, -85.0602883 30.6693188, -85.0630915 30.6705882, -85.0691208 30.6729893, -85.0807928 30.677561, -85.0860687 30.6795965, -85.0872268 30.6799708, -85.0882562 30.6802399, -85.089777 30.6806259, -85.1006594 30.6833332, -85.1057179 30.6846007, -85.1069293 30.6849727, -85.1083696 30.6855641, -85.1095619 30.6861459, -85.1109831 30.6869376, -85.1183904 30.6911575, -85.1314592 30.6985009, -85.1390697 30.7027977, -85.1493126 30.7084208, -85.1609056 30.714948, -85.1633951 30.7161989, -85.164869 30.7168058, -85.1659713 30.7171774, -85.1672718 30.717549, -85.168981 30.7179577, -85.1752234 30.719283, -85.1779625 30.7198536, -85.1801281 30.7203351)",14698.97647
7046,3226,3227,1,"LINESTRING (-85.037455 30.6577613, -85.0377003 30.6580332, -85.0378925 30.6583758, -85.0380189 30.6588278)",132.2638602
7047,3231,3232,1,"LINESTRING (-85.0394894 30.6583927, -85.0408824 30.6590258, -85.0425521 30.6597997, -85.0437149 30.6603715, -85.0442851 30.6606495)",522.9188334
7048,3234,3235,1,"LINESTRING (-85.0386412 30.656174, -85.0385367 30.65606, -85.0384229 30.6558633, -85.0383605 30.6557096, -85.0383247 30.6555883, -85.0383094 30.6553819, -85.0383433 30.6548369)",156.2784419
7049,3238,1474,1,"LINESTRING (-85.036719 30.6556569, -85.035361 30.6551327, -85.0343114 30.6547198, -85.0338338 30.6544851, -85.0322645 30.6537506)",476.2858747
7050,9946,9953,1,"LINESTRING (-85.8116974 30.7589852, -85.8124863 30.7590591, -85.8125827 30.7590593, -85.8126672 30.7590397, -85.812755 30.7590049, -85.8128275 30.7589366)",112.9210294
7051,9953,9951,1,"LINESTRING (-85.8128275 30.7589366, -85.8128807 30.7588659)",9.361833938
7052,9945,3046,1,"LINESTRING (-85.8136019 30.758781, -85.814403 30.758495, -85.8155911 30.7580479, -85.816066 30.7578917, -85.8165039 30.7577827, -85.8169091 30.7577086, -85.817308 30.757613, -85.8174254 30.7575821)",389.867073
7053,9944,9948,1,"LINESTRING (-85.813203 30.7572242, -85.8129488 30.7571966, -85.812851 30.757194, -85.8127278 30.7572182, -85.81261 30.7572918, -85.8125527 30.7573628)",69.4333079
7054,9948,9950,1,"LINESTRING (-85.8125527 30.7573628, -85.8125116 30.7574425)",9.693438929
7055,3049,3048,1,"LINESTRING (-85.8117133 30.75758, -85.8105304 30.7580188, -85.8099961 30.7582044, -85.8095446 30.7583453, -85.8090755 30.758466, -85.8084472 30.758584, -85.8079473 30.7586763, -85.8075764 30.7587808)",418.4765326
7056,3438,3432,1,"LINESTRING (-85.685629 30.7619946, -85.6854058 30.7618913, -85.6852599 30.7618028, -85.6851741 30.7617217, -85.6850282 30.7615594, -85.6849423 30.7613972, -85.6848565 30.7610874)",131.5050051
7057,3440,1433,1,"LINESTRING (-85.6835862 30.762061, -85.6818868 30.7622749, -85.6811572 30.7623412, -85.6804448 30.7623781, -85.6795436 30.7623929, -85.677925 30.7624053)",543.1912082
7058,3436,7484,1,"LINESTRING (-85.6838523 30.7634844, -85.6841527 30.7636172, -85.6843415 30.7637647, -85.6844703 30.7639196, -85.6845635 30.7641127, -85.6846583 30.7644492)",139.5710934
7059,3435,3434,1,"LINESTRING (-85.6858436 30.7634475, -85.6881438 30.7631673, -85.6886245 30.763123, -85.6891738 30.7631009, -85.6898519 30.7630935, -85.6916202 30.7630732)",554.4844107
7060,9829,9827,1,"LINESTRING (-85.5527527 30.7473268, -85.55245 30.747174, -85.5522789 30.747104, -85.5521762 30.7470997, -85.5520717 30.7471213)",71.75459905
7061,9831,3056,1,"LINESTRING (-85.5523617 30.7488316, -85.553175 30.748807, -85.554372 30.748823, -85.55503 30.748861, -85.555768 30.748943, -85.55643 30.749036, -85.557785 30.749248, -85.558499 30.749336, -85.55869 30.749355)",609.3276447
7062,3054,3055,1,"LINESTRING (-85.5506709 30.7485391, -85.551077 30.74871, -85.5512623 30.7487891, -85.5514642 30.7487896)",82.27713143
7063,3052,3051,1,"LINESTRING (-85.550798 30.747073, -85.550304 30.747096, -85.5499957 30.7471077, -85.5490996 30.7470751, -85.54829 30.747027, -85.547363 30.746907, -85.546539 30.746841)",408.7093928
7064,8580,8582,1,"LINESTRING (-83.1567406 30.3504323, -83.1581637 30.3506153, -83.1585929 30.3506936, -83.1594949 30.3508734)",268.9876418
7065,8577,8575,1,"LINESTRING (-83.1526514 30.3484862, -83.1522378 30.3484223, -83.1514747 30.3483325, -83.1508259 30.3482337, -83.1496034 30.3479678)",298.4189837
7066,3297,10330,1,"LINESTRING (-84.0258881 30.4866548, -84.0255221 30.4866154, -84.0254068 30.4865953, -84.025288 30.4865453, -84.0251718 30.4864891, -84.0250644 30.4864178, -84.0249658 30.4863237, -84.0248848 30.4862327, -84.0247545 30.4860725)",133.6475857
7067,3301,3300,1,"LINESTRING (-84.0242535 30.4871356, -84.0237822 30.4873361, -84.0222732 30.4880512, -84.0219015 30.4882033, -84.0214173 30.4883778, -84.020629 30.4886199, -84.0196999 30.4888452, -84.0189736 30.4890197)",550.0185364
7068,3305,10328,1,"LINESTRING (-84.0247225 30.4887382, -84.025021 30.4887269, -84.0252929 30.4887227, -84.0254663 30.4886876, -84.0256117 30.4886066, -84.0257299 30.488515)",103.5771006
7069,3303,3304,1,"LINESTRING (-84.0262894 30.4883418, -84.0265075 30.4882089, -84.0284839 30.4872911, -84.0288499 30.4871391, -84.0292046 30.4870264, -84.0296888 30.4868519, -84.0308206 30.4865422, -84.0320819 30.4861818)",607.2884483
7070,3317,1488,1,"LINESTRING (-83.7621458 30.456277, -83.7623577 30.4565684, -83.7624329 30.4567588, -83.7624916 30.4570496)",93.4280829
7071,3326,3327,1,"LINESTRING (-83.7614986 30.4542104, -83.7604558 30.453941, -83.7598239 30.4537837, -83.7593357 30.4536318, -83.7587895 30.4534544, -83.7583666 30.4532887, -83.7577464 30.4530644)",382.0903541
7072,3322,3323,1,"LINESTRING (-83.7631895 30.4544048, -83.7630377 30.4542231, -83.7629102 30.4540414, -83.7628559 30.4538759, -83.7627909 30.4535261)",107.0277032
7073,9119,6471,1,"LINESTRING (-81.7004563 30.320215, -81.6999623 30.3205596, -81.6997539 30.3206826, -81.6995333 30.3207976, -81.6993089 30.3209032, -81.6990796 30.3209991, -81.6987323 30.3211321, -81.6985062 30.3212084, -81.6981068 30.3213227, -81.6972932 30.321538)",340.7583457
7074,3404,3403,1,"LINESTRING (-82.7507896 30.2665387, -82.7514278 30.2667628, -82.7518716 30.266914, -82.7523493 30.26706, -82.7527309 30.2671766, -82.7531312 30.2672831)",239.7458373
7075,520,8629,1,"LINESTRING (-82.7802816 30.2722936, -82.7857167 30.2730665, -82.7875632 30.2733238)",708.5868369
7076,8629,3343,1,"LINESTRING (-82.7875632 30.2733238, -82.803214 30.275506, -82.8050623 30.2758343, -82.8066609 30.2761957, -82.8082854 30.2766359, -82.8095913 30.2770285, -82.8121007 30.2778884)",2417.830803
7077,3343,3346,1,"LINESTRING (-82.8121007 30.2778884, -82.816044 30.279241, -82.8235289 30.281821)",1181.307985
7078,509,3409,1,"LINESTRING (-82.7581978 30.273272, -82.7568902 30.2709707, -82.7561652 30.2696866, -82.7558934 30.2691977)",504.2041705
7079,9308,5889,1,"LINESTRING (-81.1904982 28.5647768, -81.190495 28.5651432, -81.1904945 28.5652219, -81.1905217 28.5652675, -81.1905777 28.5653263, -81.1906347 28.5653749, -81.1907316 28.5654148)",81.95221509
7080,3152,9421,1,"LINESTRING (-81.2439299 28.5478434, -81.2441282 28.5478301, -81.2441725 28.5478234, -81.2441994 28.5478194, -81.2442834 28.5477891, -81.2443298 28.5477552, -81.2443571 28.5477227)",45.73662265
7081,9421,9419,1,"LINESTRING (-81.2443571 28.5477227, -81.2444037 28.5476603, -81.244442 28.5475656)",19.47322498
7082,9411,9414,1,"LINESTRING (-81.2447142 28.5467572, -81.2445865 28.5467539, -81.2445331 28.5467607, -81.2445047 28.5467643, -81.2444443 28.5467807, -81.2444087 28.5468002, -81.2443648 28.5468275, -81.2443225 28.5468601)",41.57517636
7083,9414,9418,1,"LINESTRING (-81.2443225 28.5468601, -81.2442849 28.5469106, -81.2442452 28.5469836)",15.70563231
7084,9410,2205,1,"LINESTRING (-81.2439018 28.5467422, -81.2430058 28.5467687, -81.2425696 28.5468112, -81.2409668 28.5470299, -81.2399519 28.5470992)",388.2999339
7085,3123,3154,1,"LINESTRING (-81.2569678 28.5490694, -81.2573327 28.5494406, -81.2575926 28.549615, -81.2578417 28.5497611, -81.2580698 28.5498575, -81.2582978 28.5499256, -81.2585167 28.5499778, -81.2587779 28.5500141, -81.2597622 28.5501027, -81.2600621 28.5501528, -81.2603191 28.5502124, -81.2606438 28.5503264, -81.2609577 28.5504781, -81.2614186 28.5507648, -81.2619324 28.5511486)",554.5750424
7086,9272,7919,1,"LINESTRING (-81.2779716 28.5440353, -81.2776723 28.5441715, -81.27762 28.5441953)",38.67861586
7087,10312,10311,1,"LINESTRING (-81.4568005 28.5496233, -81.4569884 28.5497056)",20.50798588
7088,10311,9357,1,"LINESTRING (-81.4569884 28.5497056, -81.457076 28.5497336, -81.45735 28.5497943)",36.70573689
7089,9357,5201,1,"LINESTRING (-81.45735 28.5497943, -81.4575956 28.5498546, -81.458617 28.5500657, -81.4593552 28.5501863, -81.4603251 28.550307, -81.4613744 28.5503861, -81.4620106 28.5503239)",461.8037197
7090,5198,10313,1,"LINESTRING (-81.4751177 28.5488195, -81.4755777 28.548816, -81.4756448 28.5488155)",51.48628858
7091,10314,5197,1,"LINESTRING (-81.4758915 28.5488113, -81.4759577 28.548816, -81.4798147 28.5490882, -81.4809906 28.5491409, -81.4820841 28.5491823, -81.4828924 28.5491886, -81.4833925 28.5491457)",734.375827
7092,10313,10314,1,"LINESTRING (-81.4756448 28.5488155, -81.4758915 28.5488113)",24.10089012
7093,10316,5200,1,"LINESTRING (-81.4756371 28.5478332, -81.4755674 28.5478338, -81.4751348 28.5478369)",49.06422373
7094,5200,5195,1,"LINESTRING (-81.4751348 28.5478369, -81.4738446 28.5478691, -81.4731316 28.5479173, -81.4726852 28.5479637, -81.4722015 28.5480715, -81.4717904 28.5481713, -81.4711832 28.548349, -81.470503 28.5485329, -81.4696008 28.5487414, -81.4678585 28.5491786)",730.3641968
7095,10315,10316,1,"LINESTRING (-81.4758856 28.5478242, -81.4756371 28.5478332)",24.29302821
7096,4463,9396,1,"LINESTRING (-81.5044149 28.5468519, -81.5046578 28.546792, -81.5047331 28.5467686, -81.5047925 28.5467316, -81.5048593 28.5466591)",49.92848818
7097,9396,9395,1,"LINESTRING (-81.5048593 28.5466591, -81.5049049 28.5465636)",11.51539345
7098,4464,4465,1,"LINESTRING (-81.5053568 28.5466849, -81.5060134 28.5464653, -81.5078502 28.5459224, -81.5082707 28.5458093, -81.5089133 28.5456225)",366.9939227
7099,2794,2795,1,"LINESTRING (-87.08717 30.53299, -87.087019 30.532985, -87.086888 30.533003)",27.17823598
7100,2770,2801,1,"LINESTRING (-87.001387 30.593227, -87.002367 30.592473, -87.003445 30.591635, -87.00455 30.590783, -87.006183 30.589546, -87.007142 30.588853)",734.9009147
7101,5701,10317,1,"LINESTRING (-80.1858411 26.3020941, -80.1860533 26.3020587, -80.1861063 26.3020527, -80.1861391 26.3020545, -80.1861626 26.3020617, -80.1861914 26.3020743, -80.1862216 26.302093, -80.186296 26.3021597)",49.93414939
7102,9444,4930,1,"LINESTRING (-81.3895495 28.3712467, -81.3897094 28.3725196, -81.3899938 28.3749481, -81.3903585 28.3777941, -81.3908931 28.3809661)",1088.901306
7103,10318,9940,1,"LINESTRING (-81.5387695 28.3697804, -81.5391266 28.3699059, -81.5392901 28.3699596, -81.5394076 28.3700092, -81.5395477 28.3700691, -81.5396845 28.3701456, -81.539804 28.3702268, -81.5399175 28.3703268, -81.5400271 28.3704428, -81.5400983 28.3705582, -81.5401586 28.3706824, -81.5401802 28.3708311, -81.5401847 28.3709635, -81.540164 28.3711021, -81.540113 28.3712414, -81.5400444 28.3713469, -81.5399494 28.3714626, -81.5398324 28.3715636, -81.5397136 28.3716357, -81.5395928 28.3716922, -81.5394325 28.3717401, -81.5392789 28.3717669, -81.5391207 28.3717688, -81.5389649 28.3717449, -81.5388193 28.3717049, -81.5386691 28.371642, -81.5385513 28.3715421, -81.53845 28.3714481, -81.5383557 28.3713229, -81.5382931 28.3711804, -81.5382421 28.3710404, -81.5379044 28.3701914)",586.0728879
7104,7410,9573,1,"LINESTRING (-81.8415348 28.1355875, -81.8415023 28.1354828, -81.8413454 28.1350243, -81.8411686 28.1345738, -81.8409567 28.1342275, -81.8402955 28.1334367, -81.8396452 28.1326133, -81.8393091 28.1320225, -81.8391071 28.1314787, -81.8388803 28.1308005, -81.8386347 28.1302725)",662.1231648
7105,9570,7410,1,"LINESTRING (-81.8415397 28.1357963, -81.8415348 28.1355875)",23.22247168
7106,6392,8039,1,"LINESTRING (-81.8318457 28.0736341, -81.8318367 28.0740795, -81.8318154 28.0741824)",61.1653241
7107,8039,2548,1,"LINESTRING (-81.8318154 28.0741824, -81.831809 28.074977, -81.83182 28.076376, -81.831761 28.077728, -81.8316667 28.0788225)",516.4240849
7108,2492,2709,1,"LINESTRING (-81.8335059 28.0728297, -81.833555 28.0718226, -81.833572 28.071445, -81.833574 28.069957, -81.83363 28.069091, -81.833694 28.0682276, -81.8339043 28.0665633, -81.8340946 28.0648998)",884.3500524
7109,2588,2589,1,"LINESTRING (-81.9241178 27.9968048, -81.9242229 27.996851, -81.924902 27.996815)",78.3225668
7110,2589,2590,1,"LINESTRING (-81.924902 27.996815, -81.928395 27.99658, -81.9291877 27.9965254, -81.9308424 27.9963896, -81.9312668 27.9963118)",627.7306197
7111,7058,2588,1,"LINESTRING (-81.9239455 27.9968585, -81.9241178 27.9968048)",17.93969368
7112,2600,10624,1,"LINESTRING (-81.924114 27.9960189, -81.9240561 27.9960691, -81.9240421 27.9960861)",10.304387
7113,10624,10626,1,"LINESTRING (-81.9240421 27.9960861, -81.9239695 27.9961747, -81.9239321 27.9962254)",18.88814503
7114,10625,10624,1,"LINESTRING (-81.924115 27.9961496, -81.9240421 27.9960861)",10.05416367
7115,10624,2598,1,"LINESTRING (-81.9240421 27.9960861, -81.9239826 27.9960397, -81.9239276 27.9960099, -81.9238348 27.99601, -81.922995 27.996012)",105.6954346
7116,7937,7936,1,"LINESTRING (-81.9571209 27.9953314, -81.9568544 27.9953211)",26.19096992
7117,7936,2526,1,"LINESTRING (-81.9568544 27.9953211, -81.9567365 27.9953239, -81.956689 27.995325, -81.956285 27.995331, -81.955841 27.995287, -81.955317 27.995218, -81.953184 27.994865, -81.951804 27.994646)",502.5391219
7118,8857,2613,1,"LINESTRING (-82.0160204 28.0086328, -82.0160822 28.0086569, -82.016404 28.008782)",41.15097697
7119,2613,2614,1,"LINESTRING (-82.016404 28.008782, -82.016905 28.008941, -82.0171237 28.0090113, -82.017604 28.009164, -82.018023 28.00927, -82.018309 28.009327, -82.019105 28.009468, -82.019511 28.009552, -82.021911 28.010213)",564.2469529
7120,8854,8853,1,"LINESTRING (-82.0162754 28.0078063, -82.0161614 28.0077631, -82.0159269 28.0076709)",37.3799977
7121,8853,2482,1,"LINESTRING (-82.0159269 28.0076709, -82.015051 28.007391, -82.014711 28.007296, -82.01429 28.007194, -82.012894 28.006908, -82.012279 28.006767, -82.011666 28.006614)",434.9257522
7122,9569,9570,1,"LINESTRING (-81.8415872 28.1369515, -81.8415476 28.1367234, -81.8415397 28.1357963)",128.7507921
7123,10321,10322,1,"LINESTRING (-82.2033589 27.0985869, -82.2033291 27.0985499, -82.2032953 27.0985129, -82.2032803 27.0984999)",12.43765407
7124,10322,2871,1,"LINESTRING (-82.2032803 27.0984999, -82.2032605 27.0984828, -82.2032217 27.0984562, -82.2031879 27.0984421, -82.2031495 27.0984291, -82.2030993 27.09842, -82.2030444 27.0984193, -82.2029862 27.0984243, -82.2029279 27.0984342, -82.202613 27.098492, -82.2024101 27.0985223)",89.7018602
7125,2871,2870,1,"LINESTRING (-82.2024101 27.0985223, -82.201958 27.098601, -82.20111 27.09875, -82.200527 27.098839, -82.200129 27.098888, -82.199787 27.098921, -82.199526 27.098946, -82.1989517 27.0989876, -82.1964097 27.0990545)",598.2979655
7126,2854,2859,1,"LINESTRING (-82.204192 27.1001149, -82.2043863 27.1000764, -82.2045833 27.1000391, -82.2049747 27.099968, -82.2054775 27.0998778, -82.2059803 27.0997912, -82.20624 27.0997455, -82.2064997 27.0997082, -82.2067981 27.0996731, -82.2070965 27.09965, -82.2072814 27.099639, -82.2074743 27.0996317, -82.2078401 27.0996121, -82.2084968 27.0995696)",431.2427711
7127,8181,11479,1,"LINESTRING (-82.0932007 28.8734407, -82.093189 28.8733637, -82.0930714 28.8728561, -82.0929846 28.8725056, -82.0929475 28.8723501, -82.0927722 28.8716203, -82.0926952 28.8712818, -82.0926263 28.8709433, -82.0925584 28.8704881, -82.0925147 28.8701922, -82.0924811 28.8698903, -82.0924392 28.8693529, -82.0924077 28.8689086, -82.0923759 28.8684341, -82.0923371 28.8677223, -82.0923178 28.8673738, -82.0923018 28.8670164, -82.0922572 28.8661336, -82.0922007 28.8652463, -82.0921659 28.8644871, -82.0921259 28.8637309, -82.0921139 28.8635197)",1110.568964
7128,8187,2925,1,"LINESTRING (-82.0930851 28.8743023, -82.0930943 28.8740278, -82.0930989 28.8738902, -82.0930928 28.8737014)",66.84512977
7129,10327,8470,1,"LINESTRING (-80.3345113 27.2095547, -80.3344594 27.2095035, -80.3343922 27.2094642)",15.61860316
7130,8470,8471,1,"LINESTRING (-80.3343922 27.2094642, -80.3342904 27.2094228)",11.06963842
7131,5551,9628,1,"LINESTRING (-80.3576202 27.2763478, -80.3575148 27.2761906, -80.3571914 27.2754527, -80.3571056 27.275262, -80.3570627 27.2750636, -80.3570627 27.2749034, -80.3570884 27.2747585, -80.3571571 27.2745754, -80.3572515 27.2744305, -80.3574547 27.2742511, -80.3577068 27.2740461, -80.3578463 27.2738887, -80.3579428 27.2737171, -80.357975 27.2735216, -80.3579643 27.2733833, -80.357916 27.2732355, -80.3578141 27.2729876, -80.3574332 27.2722628, -80.3572991 27.2720673, -80.3571274 27.271929, -80.35687 27.2718098, -80.3566071 27.2717812, -80.3564354 27.2717908, -80.3562209 27.2718527, -80.3559097 27.2720149, -80.3554645 27.272301, -80.3553572 27.2724202, -80.3552553 27.2725727, -80.3551684 27.2727183)",793.8939966
7132,2736,4542,1,"LINESTRING (-80.398563 27.4100004, -80.3986221 27.4105242, -80.3989415 27.4122435)",252.295071
7133,10331,10328,1,"LINESTRING (-84.0255597 30.4884154, -84.025628 30.4884698, -84.0257299 30.488515)",19.89356086
7134,10328,3303,1,"LINESTRING (-84.0257299 30.488515, -84.0258515 30.4885212, -84.0262894 30.4883418)",58.13230412
7135,10332,3303,1,"LINESTRING (-84.0259125 30.4892222, -84.0259137 30.4890234, -84.0259365 30.4888561, -84.0259887 30.4887173, -84.0261272 30.4885126, -84.0262894 30.4883418)",107.9494915
7136,9966,1179,1,"LINESTRING (-83.1436658 30.6123906, -83.1422939 30.6118216, -83.1390601 30.610534)",486.724907
7137,7911,367,1,"LINESTRING (-80.1647012 26.3059776, -80.1649654 26.3059149, -80.1653369 26.3058674, -80.1662851 26.3057551, -80.16713 26.3056662, -80.167944 26.3056025, -80.1687135 26.3055491, -80.1698194 26.3055007, -80.171991 26.3054767, -80.1723748 26.3054679)",768.2835714
7138,5486,9801,1,"LINESTRING (-80.1678127 26.3057923, -80.1698019 26.3057133)",198.4775388
7139,5701,5699,1,"LINESTRING (-80.1858411 26.3020941, -80.1862249 26.3018912, -80.1863008 26.3018528)",53.10297888
7140,10333,9600,1,"LINESTRING (-80.1870136 26.3003832, -80.1867171 26.3005009, -80.1866295 26.3005326)",41.74135001
7141,10333,9891,1,"LINESTRING (-80.1870136 26.3003832, -80.186858 26.3003939, -80.1868084 26.3003873, -80.1867675 26.3003735, -80.1867313 26.3003494, -80.1867005 26.3003073, -80.1866138 26.3001534)",54.17589815
7142,332,5926,1,"LINESTRING (-80.1270364 26.2755372, -80.1269782 26.274944)",66.21559255
7143,341,340,1,"LINESTRING (-80.1231772 26.2743035, -80.1232025 26.2744355, -80.1232102 26.2748991)",66.44860865
7144,5926,5928,1,"LINESTRING (-80.1269782 26.274944, -80.1269095 26.2748593, -80.126824 26.2748203, -80.1266091 26.2747593)",43.68510818
7145,5479,5480,1,"LINESTRING (-80.1689887 26.2743218, -80.1689543 26.2738831, -80.16892 26.2718358, -80.1689286 26.2714587)",318.5170835
7146,5474,5475,1,"LINESTRING (-80.1686797 26.268357, -80.1686883 26.2686802, -80.1687312 26.2709815, -80.1687483 26.2723592, -80.1687531 26.2726976)",482.7112097
7147,8888,8889,1,"LINESTRING (-80.1657688 26.2741388, -80.1658227 26.2743003)",18.74489573
7148,5482,10335,1,"LINESTRING (-80.1659043 26.2735881, -80.165907 26.2730511)",59.71228247
7149,10334,5481,1,"LINESTRING (-80.1657222 26.2729972, -80.1657341 26.2736938)",77.46747304
7150,5481,8888,1,"LINESTRING (-80.1657341 26.2736938, -80.1657577 26.2740615, -80.1657613 26.2741067, -80.1657688 26.2741388)",49.63969339
7151,8887,5482,1,"LINESTRING (-80.1658668 26.2741352, -80.1658801 26.2740852, -80.1658898 26.2740104, -80.1658942 26.2738823, -80.1659043 26.2735881)",61.06900058
7152,4239,2013,1,"LINESTRING (-80.2064492 25.817368, -80.2065082 25.816605, -80.2065685 25.8158928)",164.4697349
7153,4229,4230,1,"LINESTRING (-80.2057035 25.8162199, -80.205744 25.8165968, -80.2057866 25.816937, -80.2058591 25.8173849)",130.5032074
7154,4233,4235,1,"LINESTRING (-80.2075327 25.8132918, -80.2072739 25.8134896, -80.2069821 25.8137291, -80.2067425 25.8140061)",112.5477069
7155,9970,10336,1,"LINESTRING (-80.1634508 26.0480168, -80.1630623 26.0479434, -80.1629765 26.0479097, -80.1629322 26.0478711, -80.1628813 26.0478193, -80.1628397 26.0477374, -80.1628101 26.0476037)",88.03168907
7156,750,880,1,"LINESTRING (-81.6687628 30.3560957, -81.6697916 30.3560886, -81.6700374 30.3560854, -81.6702876 30.3560808, -81.6705368 30.3560787, -81.6707906 30.3560742, -81.6710454 30.3560657, -81.6712917 30.3560515, -81.6715427 30.3560272, -81.6717905 30.3560007, -81.6720425 30.3559701)",315.3478279
7157,370,5905,1,"LINESTRING (-80.2506865 26.3012678, -80.2506379 26.3013028, -80.2505899 26.3013498)",13.2999352
7158,5905,6829,1,"LINESTRING (-80.2505899 26.3013498, -80.2504872 26.3015068)",20.23794118
7159,5904,5905,1,"LINESTRING (-80.250683 26.3015188, -80.2505899 26.3013498)",20.95866007
7160,5905,5686,1,"LINESTRING (-80.2505899 26.3013498, -80.250489 26.3012762, -80.2503945 26.3012491, -80.2501028 26.3012419)",51.9460422
7161,6796,6799,1,"LINESTRING (-80.2504951 26.3024947, -80.2505433 26.3024682, -80.2505889 26.3024342)",11.54858345
7162,6799,6798,1,"LINESTRING (-80.2505889 26.3024342, -80.2506506 26.3023546, -80.2506703 26.3022642)",21.02025934
7163,6795,6799,1,"LINESTRING (-80.2504765 26.3022618, -80.2505889 26.3024342)",22.20419552
7164,6799,5682,1,"LINESTRING (-80.2505889 26.3024342, -80.2506769 26.3024884, -80.2507458 26.3025175, -80.2508323 26.3025283, -80.2510987 26.3025248)",53.49914432
7165,2329,9513,1,"LINESTRING (-80.0705333 26.5507121, -80.0705678 26.5504895)",24.98874364
7166,7327,8806,1,"LINESTRING (-82.319538 27.9271983, -82.3190019 27.9273125)",54.17857026
7167,11424,9076,1,"LINESTRING (-82.6331885 27.8652159, -82.6329223 27.8652923, -82.6325493 27.8654042)",66.23260343
7168,8183,2929,1,"LINESTRING (-82.0915676 28.8736903, -82.0918773 28.8750002, -82.0920356 28.8756586, -82.0921114 28.8759824, -82.0921945 28.8764103, -82.0924776 28.877984)",485.7211969
7169,9763,10337,1,"LINESTRING (-82.5054553 27.9546139, -82.5051838 27.95472)",29.16008113
7170,9762,9763,1,"LINESTRING (-82.5063571 27.9541815, -82.5059554 27.9544027, -82.5057556 27.9544926, -82.5054553 27.9546139)",100.9512612
