link_id,from_node_id,to_node_id,dir_flag,geometry,length
3191,6041,6042,1,"LINESTRING (-82.5429227 28.1895747, -82.542938 28.1896526, -82.5429493 28.1897304, -82.5429484 28.1897711, -82.5429409 28.1898117, -82.5429084 28.1898989)",36.81889654
3192,8233,6043,1,"LINESTRING (-82.546614 28.1954788, -82.5465897 28.195186, -82.546552 28.1948885, -82.5464344 28.1942627, -82.5461277 28.1927304, -82.5459963 28.192163, -82.5459171 28.1918728, -82.5458246 28.1915803, -82.5456194 28.1910005, -82.5454061 28.1904231, -82.5451073 28.1896206)",669.7980619
3193,6043,2357,1,"LINESTRING (-82.5451073 28.1896206, -82.5451163 28.189545, -82.5451334 28.1894682, -82.5451541 28.189416, -82.5451686 28.189388, -82.5451858 28.1893589, -82.5452182 28.1893136, -82.5452553 28.1892672, -82.545293 28.189224, -82.5453361 28.1891808)",55.09818602
3194,8228,8226,1,"LINESTRING (-82.5446394 28.1894693, -82.5446786 28.1893983, -82.5447027 28.1893332, -82.5447214 28.1892646)",24.23942768
3195,8226,6044,1,"LINESTRING (-82.5447214 28.1892646, -82.5447311 28.1892019, -82.5447374 28.189141, -82.5447356 28.1890943, -82.5447253 28.1890498, -82.5447057 28.1890052, -82.5446606 28.1889405, -82.5445136 28.1887759)",61.13686465
3196,6045,6044,1,"LINESTRING (-82.5452682 28.1889223, -82.5450818 28.1889212, -82.5449846 28.1889188, -82.5449068 28.1889117, -82.5448541 28.1889046, -82.5447894 28.1888913, -82.5447247 28.1888732, -82.5446707 28.1888536, -82.5446207 28.1888305, -82.5445136 28.1887759)",77.23556638
3197,8245,6047,1,"LINESTRING (-82.5516376 28.3365159, -82.5518549 28.3354704, -82.5520383 28.3345962, -82.5522116 28.3338959, -82.5524799 28.3329515, -82.5528875 28.3317805, -82.5532092 28.3308985)",644.1631519
3198,6090,6048,1,"LINESTRING (-82.5508555 28.3308256, -82.5509988 28.3308875, -82.5510828 28.3309331, -82.5511711 28.3309898, -82.5512314 28.3310465, -82.5512926 28.3311323, -82.5513411 28.3312171)",66.43870428
3199,6066,6049,1,"LINESTRING (-82.4808431 28.477909, -82.4804156 28.4769754, -82.4792676 28.4744763, -82.478978 28.4738538, -82.4787741 28.4732597, -82.4785901 28.4723835, -82.4785441 28.4721319, -82.4785042 28.4718802, -82.4784724 28.4716268, -82.4784508 28.4713734, -82.4784249 28.4710475, -82.4784178 28.4707217, -82.4784567 28.4661434, -82.478483 28.4633639, -82.4785059 28.4625737, -82.4785261 28.462343, -82.4785556 28.4621083, -82.4785821 28.4618925, -82.4786204 28.4616767, -82.478668 28.4614337, -82.4787296 28.4611867, -82.4787954 28.4609381, -82.4788704 28.4606854, -82.4789508 28.4604469, -82.4790428 28.4602064, -82.4791383 28.45997, -82.4792432 28.4597315, -82.4794827 28.4592667, -82.4796106 28.4590353, -82.4797455 28.4588059, -82.4803727 28.457933, -82.4810164 28.4571879, -82.4828511 28.4555089, -82.4835806 28.454792, -82.4842136 28.4540185, -82.4846321 28.4532073, -82.485029 28.4522168, -82.485147 28.4514811, -82.4852007 28.450434, -82.4851792 28.4486794, -82.4852114 28.4414627, -82.4852114 28.4396231)",4493.687919
3200,6050,6051,1,"LINESTRING (-82.487381 28.4337187, -82.4871844 28.4336808, -82.4868611 28.4336686, -82.486342 28.4336698, -82.4862015 28.4336538, -82.4860571 28.4336025, -82.4858589 28.4334852, -82.4857601 28.4333729, -82.4856801 28.4332243, -82.4856191 28.4328964)",225.5378142
3201,6052,6053,1,"LINESTRING (-82.4853247 28.4339966, -82.4855388 28.4338872, -82.4855883 28.433818)",33.30304851
3202,6053,6051,1,"LINESTRING (-82.4855883 28.433818, -82.4856017 28.4337249, -82.4856191 28.4328964)",102.5755441
3203,6051,8251,1,"LINESTRING (-82.4856191 28.4328964, -82.4856243 28.4317436, -82.4855855 28.4312356, -82.4854796 28.4304905, -82.4853919 28.4298734, -82.4853326 28.4292391, -82.4853031 28.4282903, -82.48527 28.4275585, -82.4852596 28.4264539)",718.0259842
3204,6054,6057,1,"LINESTRING (-82.4844655 28.4330273, -82.4844051 28.4332071, -82.484374 28.4332762, -82.4843348 28.4333453, -82.4842856 28.4334088, -82.4842376 28.4334584, -82.4841815 28.433508, -82.4841241 28.4335465, -82.4840585 28.433585, -82.4839982 28.4336096, -82.4839299 28.4336324, -82.4835699 28.4337139)",126.0250732
3205,6058,6055,1,"LINESTRING (-82.4848571 28.4337222, -82.4847341 28.4337576, -82.4846702 28.4337828, -82.484611 28.4338093, -82.4845721 28.4338345, -82.4845492 28.4338586, -82.4845325 28.4338841)",37.48676195
3206,6049,6061,1,"LINESTRING (-82.4852114 28.4396231, -82.4853723 28.4378778, -82.4855118 28.4370004, -82.4856429 28.4362053, -82.4856753 28.4357895, -82.4856881 28.4352831, -82.4857051 28.4349643)",520.706169
3207,6061,6063,1,"LINESTRING (-82.4857051 28.4349643, -82.4857396 28.4345465, -82.4857684 28.4344528, -82.4858635 28.434303, -82.48595 28.4342278, -82.4860307 28.434162, -82.4861676 28.4340968, -82.4863035 28.4340601, -82.4864678 28.4340385, -82.4872303 28.4340276, -82.487618 28.433995)",257.1227173
3208,6065,6066,1,"LINESTRING (-82.4839274 28.4851104, -82.4836884 28.4833534, -82.4836025 28.4828536, -82.483506 28.4823726, -82.4833056 28.4818213, -82.4830876 28.4813164, -82.483028 28.4811632, -82.4826369 28.4803545, -82.4823258 28.4799113, -82.4817143 28.4792323, -82.4813924 28.4788456, -82.48121 28.4785533, -82.4808431 28.477909)",872.0641063
3209,6067,6068,1,"LINESTRING (-82.479116 28.524592, -82.4790502 28.5242871)",34.50741133
3210,6068,6065,1,"LINESTRING (-82.4790502 28.5242871, -82.4781625 28.5199778, -82.4777363 28.5179018, -82.4773935 28.5162503, -82.4772967 28.5157584, -82.4772101 28.5152648, -82.4771322 28.5147231, -82.4770685 28.5141618, -82.4770254 28.5136337, -82.4769998 28.5132384, -82.4769863 28.5128432, -82.476978 28.5124271, -82.4769721 28.5114704, -82.4769785 28.5081465, -82.4769909 28.5017239, -82.4770011 28.5010318, -82.4770375 28.5005282, -82.4770901 28.5000246, -82.4772725 28.4990723, -82.4773907 28.4986271, -82.4775291 28.4981801, -82.4776804 28.4977631, -82.4778499 28.4973373, -82.4780599 28.4968815, -82.4782923 28.4964258, -82.4785435 28.4959917, -82.478813 28.4955647, -82.4790282 28.4952539, -82.4792517 28.4949449, -82.4797524 28.494334, -82.481311 28.4925845, -82.4819749 28.4918347, -82.4823276 28.4914312, -82.4824983 28.4912207, -82.4826589 28.4910066, -82.4827726 28.4908493, -82.4828772 28.4906894, -82.4829981 28.4905027, -82.4831088 28.4903142, -82.4832351 28.490093, -82.4833134 28.4899413, -82.4833857 28.4897878, -82.4835446 28.4894368, -82.4836991 28.4890302, -82.4838142 28.4886785, -82.4839046 28.4883377, -82.4840051 28.4878343, -82.4840961 28.4871819, -82.4840984 28.4865175, -82.4840838 28.4862126, -82.4840474 28.4857399, -82.4839274 28.4851104)",4557.794221
3211,6070,6071,1,"LINESTRING (-82.4792634 28.5336221, -82.479266 28.5342014)",64.41572175
3212,6071,6073,1,"LINESTRING (-82.479266 28.5342014, -82.4792903 28.537113, -82.4793035 28.5384797, -82.4792971 28.5389037)",522.8902209
3213,3117,3116,1,"LINESTRING (-81.5591421 28.3326771, -81.5612852 28.3327641, -81.5624254 28.332826, -81.5629063 28.3328515, -81.5634076 28.3328719, -81.5639026 28.3328842, -81.5643972 28.332893, -81.5646598 28.3328964, -81.5648776 28.3329059, -81.5650958 28.3329341, -81.5652764 28.3329715, -81.565459 28.3330184, -81.5656395 28.3330789, -81.5658089 28.3331487, -81.5659714 28.3332309, -81.5661338 28.3333229, -81.5662876 28.3334201, -81.5664373 28.3335264, -81.5665772 28.3336365, -81.566712 28.3337572, -81.5668375 28.3338786, -81.5669582 28.3340063)",806.0733441
3214,6082,6084,1,"LINESTRING (-82.4959294 28.6858476, -82.4961288 28.6858969, -82.4962178 28.6859019, -82.4963084 28.6858865, -82.4964663 28.6858123, -82.4965738 28.6857307, -82.496714 28.6855166, -82.4967462 28.6852719, -82.4967676 28.6849707)",157.6530928
3215,6078,6079,1,"LINESTRING (-82.4937421 28.6658436, -82.4937099 28.6645915, -82.4937957 28.6635654, -82.4941347 28.6599439, -82.4941573 28.6596022, -82.4941852 28.6589818, -82.4941932 28.6585948, -82.4941828 28.6582152, -82.494182 28.6579921, -82.4941498 28.6568812, -82.4938386 28.6541039, -82.4936884 28.6519007, -82.4935597 28.6505356)",1706.493082
3216,6076,6080,1,"LINESTRING (-82.4932658 28.6536402, -82.4932051 28.6545968, -82.4931475 28.6553131, -82.4930068 28.6567258, -82.4929608 28.657256, -82.492929 28.6577827, -82.4929062 28.6585513, -82.4929072 28.6589092, -82.4929133 28.6591994, -82.4929162 28.6593346, -82.4929206 28.6596025, -82.4929362 28.6599209, -82.4929911 28.6606752, -82.4930957 28.6618438)",914.0571365
3217,6083,6084,1,"LINESTRING (-82.4980127 28.6872223, -82.497465 28.686646, -82.4972075 28.6863072, -82.4969822 28.6859025, -82.4968427 28.6854884, -82.4967676 28.6849707)",284.8351907
3218,6084,6085,1,"LINESTRING (-82.4967676 28.6849707, -82.496714 28.6835589, -82.4967462 28.6823729, -82.4968749 28.6802834, -82.4969235 28.6793047)",630.597094
3219,6086,6087,1,"LINESTRING (-82.4951878 28.6829018, -82.4949736 28.6831679, -82.4948607 28.6832969, -82.4947943 28.6833604, -82.4947233 28.6834157, -82.4946358 28.683474, -82.4945453 28.6835216, -82.494456 28.6835589, -82.4943479 28.6835935, -82.494243 28.6836179, -82.4941521 28.6836322, -82.4940386 28.6836403, -82.4939374 28.6836383, -82.4938386 28.6836281, -82.4937209 28.6836048, -82.4936165 28.6835747, -82.4935168 28.6835374, -82.4934222 28.6834914, -82.4933031 28.6834228, -82.4927563 28.6830913)",287.6691137
3220,7813,4305,1,"LINESTRING (-81.5081539 28.3582324, -81.508867 28.358277, -81.5116075 28.3584454)",338.7668217
3221,4554,5726,1,"LINESTRING (-81.5967744 28.3506788, -81.5958936 28.3502747, -81.5956539 28.3501698, -81.5954124 28.3500785, -81.5946651 28.3498184, -81.5944531 28.3497359, -81.5942515 28.3496495, -81.5940477 28.3495466, -81.5938344 28.3494238, -81.593055 28.3489339, -81.5929163 28.3488532, -81.5927776 28.3487876, -81.5926269 28.3487314, -81.5924649 28.3486817, -81.5922518 28.3486251, -81.592036 28.3485733, -81.5918302 28.348517)",543.3003665
3222,6782,5374,1,"LINESTRING (-81.486521 28.3582149, -81.4867643 28.3582745, -81.4868379 28.358299, -81.486903 28.3583311, -81.4869504 28.3583719, -81.4869914 28.3584285, -81.4870133 28.3584962, -81.4870286 28.3585758, -81.4870385 28.3587223)",86.78839953
3223,5898,5899,1,"LINESTRING (-82.2381976 28.5230645, -82.2380122 28.5230162, -82.2378953 28.5229702, -82.237794 28.52291, -82.2377004 28.5228257, -82.2376392 28.5227428, -82.2375893 28.5226198)",81.95768184
3224,6088,5902,1,"LINESTRING (-82.2359413 28.5232323, -82.2361851 28.5233025, -82.236268 28.5233415, -82.2363194 28.5233811, -82.2363716 28.5234458, -82.2363992 28.5235054)",56.90459646
3225,4980,5065,1,"LINESTRING (-81.4938835 28.5107491, -81.4943298 28.511179, -81.494759 28.5116315, -81.495643 28.5126195, -81.4961408 28.5131475, -81.4966387 28.5136528, -81.4971708 28.5141581, -81.4977201 28.5146332, -81.4982094 28.515033, -81.4987501 28.5154553, -81.4994196 28.5159531, -81.500029 28.5163754, -81.5005869 28.5167299, -81.5011448 28.5170692, -81.5017713 28.5174162, -81.5023807 28.5177405, -81.5029828 28.5180384)",1212.903334
3226,9820,5077,1,"LINESTRING (-81.4186901 28.4251707, -81.4186055 28.425306, -81.4184503 28.42555, -81.4183324 28.4257432, -81.4178492 28.4265261, -81.4176482 28.4268273, -81.4174388 28.4271337, -81.4172262 28.4274253, -81.4169626 28.4277676, -81.4167452 28.4280382, -81.4165316 28.4282482, -81.4163758 28.4284251, -81.4162193 28.428598, -81.4160527 28.4287753, -81.4158854 28.428947, -81.4157114 28.4291216, -81.415542 28.429287, -81.4153715 28.4294479, -81.415192 28.4296121, -81.4150106 28.4297714, -81.4148296 28.4299269, -81.4146448 28.4300813)",678.1875046
3227,11377,9818,1,"LINESTRING (-81.4258263 28.4213522, -81.4260378 28.4213375, -81.426445 28.4213196, -81.4268231 28.4213124, -81.428421 28.4213087)",253.8663218
3228,5131,10245,1,"LINESTRING (-81.3999644 28.4277126, -81.3998828 28.4278121, -81.3998299 28.4278813, -81.3997768 28.4279576, -81.3997308 28.4280264, -81.3996996 28.4280762, -81.3996791 28.4281155, -81.3996604 28.4281532, -81.3996435 28.4281962, -81.3996317 28.4282335, -81.3996186 28.428278, -81.3996106 28.4283206, -81.3996043 28.4283603, -81.3996004 28.4284017, -81.3995994 28.4284405, -81.3996015 28.4284813, -81.3996046 28.4285188, -81.399612 28.4285598, -81.3996221 28.4285999, -81.3996359 28.4286428, -81.399651 28.4286894, -81.3996733 28.4287392, -81.3997004 28.4287932, -81.3997267 28.4288371, -81.3997568 28.4288879, -81.3997942 28.4289449, -81.399828 28.4289899, -81.3998665 28.4290334, -81.3999029 28.4290698, -81.3999413 28.4291059, -81.3999893 28.4291494, -81.4000421 28.429195, -81.4002669 28.4293828, -81.4003319 28.4294373, -81.4003957 28.4294885, -81.400644 28.4296759)",266.6096321
3229,4452,5030,1,"LINESTRING (-81.5253776 28.5325461, -81.5280784 28.5340217, -81.5286878 28.5343836, -81.5292629 28.5347531, -81.5299066 28.5352055, -81.5304474 28.5356203, -81.5310629 28.5361468, -81.5315062 28.5366266)",755.4473333
3230,6093,598,1,"LINESTRING (-81.5529491 30.2500724, -81.5576722 30.250064)",453.6738873
3231,5938,11029,1,"LINESTRING (-81.5130305 30.2158779, -81.5130293 30.2160652, -81.5130832 30.2164129)",59.83494971
3232,11029,5937,1,"LINESTRING (-81.5130832 30.2164129, -81.5136257 30.2199158, -81.5137372 30.2206575, -81.5138573 30.2216644)",588.6986362
3233,820,5939,1,"LINESTRING (-81.5149188 30.2160314, -81.5149005 30.2158472)",20.55744669
3234,9270,5975,1,"LINESTRING (-81.5264234 30.2507594, -81.524442 30.2511747)",195.842127
3235,6100,636,1,"LINESTRING (-81.498749 30.2524199, -81.5053926 30.2535197)",649.7384392
3236,6095,784,1,"LINESTRING (-81.5520511 30.2499304, -81.550025 30.249897, -81.5461678 30.2499289)",565.1681496
3237,6096,6093,1,"LINESTRING (-81.5520869 30.2500717, -81.5529491 30.2500724)",82.81784296
3238,6094,6095,1,"LINESTRING (-81.5529142 30.2499321, -81.5520511 30.2499304)",82.90458935
3239,6097,6101,1,"LINESTRING (-81.4981239 30.2521552, -81.492824 30.2512748, -81.4925774 30.2512351, -81.4923259 30.2511967, -81.4920729 30.2511617, -81.4918209 30.2511318)",616.0657781
3240,6099,6100,1,"LINESTRING (-81.4980639 30.252307, -81.498749 30.2524199)",66.99187679
3241,6098,6097,1,"LINESTRING (-81.4988095 30.2522689, -81.4981239 30.2521552)",67.05586723
3242,7532,8734,1,"LINESTRING (-81.4981718 30.2527097, -81.4981927 30.2528358, -81.4982154 30.2529035)",22.00195228
3243,1040,956,1,"LINESTRING (-81.407628 30.2590649, -81.406696 30.258876, -81.40608 30.258676, -81.405579 30.258476, -81.405177 30.258291, -81.404875 30.258123)",286.4102729
3244,956,7899,1,"LINESTRING (-81.404875 30.258123, -81.404149 30.257713, -81.403276 30.257157, -81.402748 30.256859, -81.402323 30.256658, -81.4021398 30.2565789)",314.2769173
3245,935,587,1,"LINESTRING (-81.4581059 30.2517062, -81.4563553 30.2517496, -81.4561 30.251759, -81.4558504 30.2517707, -81.4556004 30.2517855, -81.4553527 30.2518076, -81.4551042 30.2518327, -81.4548513 30.251866, -81.4546057 30.2518995, -81.4543568 30.2519404, -81.4541111 30.2519852, -81.4538641 30.2520318, -81.4536149 30.2520847, -81.453375 30.2521403, -81.4531341 30.2522009, -81.4528917 30.2522665, -81.4526563 30.2523359, -81.4524171 30.2524102, -81.4521841 30.2524893, -81.4519509 30.2525679, -81.4517202 30.2526545, -81.4514858 30.252746, -81.4432684 30.2560332)",1522.06734
3246,919,920,1,"LINESTRING (-81.4596683 30.251813, -81.463323 30.251957, -81.4635628 30.2519764, -81.4637771 30.2519975, -81.4640078 30.2520254, -81.466467 30.2523718, -81.470349 30.251657, -81.4722362 30.2515232)",1220.096422
3247,9753,9751,1,"LINESTRING (-81.4371154 30.2567657, -81.4370292 30.256611)",19.09059089
3248,584,9754,1,"LINESTRING (-81.4322238 30.2573728, -81.434645 30.257486, -81.4358779 30.2577529)",354.9673869
3249,9754,9756,1,"LINESTRING (-81.4358779 30.2577529, -81.4367583 30.2579553, -81.4368906 30.2579581, -81.436972 30.2579286, -81.4370532 30.2578793)",118.2251007
3250,652,558,1,"LINESTRING (-81.6075941 30.1703509, -81.608072 30.170479, -81.6085157 30.1706032, -81.6089256 30.1707177, -81.6095166 30.1708979, -81.6097139 30.1709572, -81.60999 30.1710427, -81.6104909 30.1712217, -81.6109061 30.1713687, -81.611289 30.1714988, -81.6119346 30.1717519, -81.6127998 30.1721006, -81.6132582 30.1722954, -81.6136869 30.1724754, -81.6141577 30.1726856, -81.6150221 30.1731031, -81.6154397 30.1733115, -81.6162595 30.1737399, -81.6166461 30.1739533, -81.6170413 30.174169, -81.6177369 30.1745869, -81.6180867 30.1748058, -81.6188196 30.1752753, -81.6195734 30.1757922, -81.6202977 30.1763015, -81.6209773 30.1768249, -81.6213237 30.1770833, -81.621707 30.1773724, -81.6226481 30.1780775, -81.6243047 30.1793313)",1910.634957
3251,645,647,1,"LINESTRING (-81.6241569 30.178815, -81.6238561 30.178566, -81.6230363 30.1779152, -81.6220235 30.1771339, -81.6208675 30.1762627, -81.6200271 30.1756353, -81.6195958 30.1753491, -81.6191528 30.1750644, -81.6187038 30.1747606, -81.6182147 30.1744428, -81.6177276 30.174149, -81.617261 30.1738725, -81.616834 30.1736156, -81.6163045 30.1733245, -81.6158138 30.1730645, -81.615348 30.172826, -81.6149769 30.17264, -81.6141397 30.172234, -81.6133055 30.1718938, -81.6127791 30.1716642, -81.6123439 30.1714831, -81.6119886 30.1713415, -81.6113751 30.1711249, -81.6110258 30.1709891, -81.6107098 30.1708728, -81.609488 30.1705063, -81.6090606 30.1703773, -81.6080843 30.1700996, -81.6072303 30.1698785)",1928.56259
3252,905,10594,1,"LINESTRING (-81.6294462 30.1820699, -81.6310555 30.1826417)",167.2435509
3253,9998,10599,1,"LINESTRING (-81.6022679 30.1690352, -81.6021207 30.1687765, -81.6020422 30.1686986, -81.6020003 30.1686659, -81.6019458 30.1686233, -81.6017904 30.1685419, -81.6016365 30.1684846, -81.6014529 30.1684559, -81.6012455 30.168458)",127.4878585
3254,10599,650,1,"LINESTRING (-81.6012455 30.168458, -81.5989186 30.1685753, -81.5982085 30.1685929, -81.5961329 30.1685394)",491.9896203
3255,4154,6780,1,"LINESTRING (-81.539361 30.1675133, -81.5380751 30.1678423, -81.5362425 30.1684593, -81.535048 30.1689243)",443.9169789
3256,4169,4170,1,"LINESTRING (-81.5488141 30.1657423, -81.5483962 30.1658227, -81.5457546 30.1662941, -81.545289 30.1664203)",347.3733156
3257,5950,5951,1,"LINESTRING (-81.519569 30.2645974, -81.5191807 30.2631631, -81.5188047 30.2618165, -81.5182008 30.2596695)",563.4971239
3258,5951,5952,1,"LINESTRING (-81.5182008 30.2596695, -81.5179389 30.2587563, -81.5176708 30.2578458, -81.5167563 30.2545729, -81.5160529 30.2520554, -81.5159873 30.2518077, -81.515936 30.2516008, -81.5157038 30.2505238, -81.5156174 30.2500869, -81.515503 30.2490177)",1213.709108
3259,809,7130,1,"LINESTRING (-81.5271234 30.3241353, -81.5272699 30.324099, -81.5273289 30.3240689, -81.5273987 30.3240272)",29.35484319
3260,7130,7120,1,"LINESTRING (-81.5273987 30.3240272, -81.5274389 30.3239924)",5.464560294
3261,7120,7117,1,"LINESTRING (-81.5274389 30.3239924, -81.527487 30.3239437, -81.5275274 30.3239137, -81.5275918 30.3238072, -81.5276186 30.3236868, -81.5276186 30.3235942, -81.5275972 30.3234993)",60.26940035
3262,7117,841,1,"LINESTRING (-81.5275972 30.3234993, -81.5269266 30.321742, -81.5266691 30.3212002, -81.526358 30.3206492)",339.0071578
3263,7995,7999,1,"LINESTRING (-81.520822 30.2683632, -81.520577 30.2685206)",29.32455059
3264,7999,8001,1,"LINESTRING (-81.520577 30.2685206, -81.5204804 30.2686119)",13.75242459
3265,8001,5965,1,"LINESTRING (-81.5204804 30.2686119, -81.520439 30.2686463, -81.5203178 30.2687474, -81.5202534 30.2688257, -81.520174 30.2689455, -81.520112 30.2690914, -81.5200701 30.2692337, -81.5200581 30.2693833, -81.5200857 30.2695893)",121.0697617
3266,5965,5966,1,"LINESTRING (-81.5200857 30.2695893, -81.5202457 30.2700407, -81.5206148 30.2711378, -81.5208293 30.2718495, -81.5210353 30.2729095, -81.5212177 30.2738397)",485.7257439
3267,6103,5968,1,"LINESTRING (-81.5218472 30.2680664, -81.5214436 30.2680898, -81.521303 30.2680736, -81.5211502 30.2680099, -81.5210598 30.2679395, -81.5210014 30.2678649, -81.5209663 30.2677886, -81.5208116 30.2674658)",138.443621
3268,877,878,1,"LINESTRING (-81.5424999 30.3403163, -81.5425093 30.3402142, -81.5424854 30.3401528, -81.5424296 30.3400965, -81.5423508 30.3400441)",36.37565598
3269,878,879,1,"LINESTRING (-81.5423508 30.3400441, -81.5409806 30.3392755, -81.5396983 30.3385527, -81.5394136 30.3383607, -81.5392257 30.3382207, -81.5390492 30.3380754, -81.5386819 30.3377795)",433.9299486
3270,7125,7126,1,"LINESTRING (-81.5277684 30.3239175, -81.527675 30.3239369, -81.5275703 30.3239762, -81.5275283 30.3240126)",25.89143992
3271,7126,7127,1,"LINESTRING (-81.5275283 30.3240126, -81.5274808 30.3240531)",6.408293083
3272,7127,7128,1,"LINESTRING (-81.5274808 30.3240531, -81.527437 30.324105, -81.5274175 30.3241175, -81.5273665 30.3241962, -81.5273289 30.3242888, -81.5273021 30.324386, -81.5273129 30.3245388)",58.5412723
3273,7128,810,1,"LINESTRING (-81.5273129 30.3245388, -81.5273665 30.324687, -81.5277838 30.3257525, -81.5283151 30.3270945, -81.528485 30.3273946, -81.5286337 30.3276326, -81.5287932 30.3278466, -81.5289611 30.3280569, -81.5292817 30.3284261, -81.5295191 30.328625)",506.9852792
3274,827,549,1,"LINESTRING (-81.7107045 30.1913212, -81.7098113 30.191367, -81.7074732 30.1914464, -81.7058021 30.1914766)",471.5357007
3275,937,960,1,"LINESTRING (-81.5551333 30.3541534, -81.5551727 30.354462, -81.5551748 30.354873, -81.5551668 30.355111, -81.5551468 30.355362, -81.555111 30.355704, -81.5550522 30.356013, -81.5550048 30.3562383, -81.5549544 30.3564637, -81.5548756 30.3567531, -81.5547457 30.3571737, -81.5540007 30.3594624, -81.5536829 30.3603796)",710.9110879
3276,962,963,1,"LINESTRING (-81.5525177 30.3488968, -81.5525079 30.3485927, -81.5524973 30.3479268, -81.5524872 30.3475732, -81.552483 30.347228, -81.552466 30.34652, -81.5524637 30.346192, -81.5524471 30.34504, -81.5524269 30.343772)",569.9266743
3277,786,725,1,"LINESTRING (-81.5692678 30.2176474, -81.558978 30.201829, -81.557669 30.199867, -81.55725 30.199204, -81.556896 30.198428, -81.556719 30.197935, -81.556562 30.197385, -81.556451 30.196968, -81.556405 30.196532, -81.556381 30.196133, -81.556378 30.195697, -81.556419 30.195166, -81.5565385 30.194444)",2896.222671
3278,622,737,1,"LINESTRING (-81.5730116 30.2238015, -81.5798091 30.2342109, -81.580531 30.235308, -81.5809611 30.2359747, -81.5815238 30.2367986, -81.582483 30.2380176, -81.583723 30.239336, -81.584343 30.2399731, -81.5883576 30.2438159)",2681.516838
3279,737,6109,1,"LINESTRING (-81.5883576 30.2438159, -81.5909034 30.2462281, -81.5931421 30.2483882)",685.3606743
3280,688,744,1,"LINESTRING (-81.5885255 30.2436532, -81.5867567 30.241974, -81.5850321 30.2402516, -81.5845958 30.2397878, -81.5843802 30.2395587, -81.58349 30.238509, -81.5825746 30.2374743, -81.5816192 30.2362877, -81.5808 30.235182, -81.5799585 30.2339911, -81.5787679 30.2321955, -81.5735438 30.2241801)",2609.320973
3281,8931,8933,1,"LINESTRING (-81.7392993 30.1967311, -81.7393456 30.1969564, -81.7393794 30.1970477, -81.7394092 30.1971015, -81.7394583 30.1971686)",51.56409458
3282,8933,749,1,"LINESTRING (-81.7394583 30.1971686, -81.7395665 30.1972596, -81.7396705 30.1973285, -81.7398912 30.197442, -81.7401417 30.1975602, -81.7403811 30.1976608, -81.7405856 30.1977343, -81.7408161 30.1978035)",149.5310824
3283,902,706,1,"LINESTRING (-81.770537 30.314491, -81.7705268 30.3131894, -81.7704753 30.3120729)",268.9821529
3284,548,653,1,"LINESTRING (-81.770047 30.318722, -81.7701748 30.3192254, -81.7702251 30.3194486, -81.7702751 30.3197759, -81.7703232 30.3205529)",205.818806
3285,546,903,1,"LINESTRING (-81.77617 30.314973, -81.77092 30.315078)",504.0852995
3286,903,563,1,"LINESTRING (-81.77092 30.315078, -81.7706898 30.315082, -81.7701386 30.3151015, -81.7682086 30.3151308, -81.763297 30.315163)",731.8258254
3287,6589,6588,1,"LINESTRING (-81.6568208 30.314386, -81.6577476 30.3143942, -81.6578256 30.3144021, -81.6579563 30.3144211, -81.6580701 30.3144518, -81.6582839 30.3145373, -81.6583937 30.3146004)",155.9549892
3288,936,761,1,"LINESTRING (-81.768385 30.273336, -81.769815 30.27702, -81.770266 30.278181, -81.770726 30.279366, -81.770949 30.279997, -81.771131 30.280632, -81.771287 30.281253, -81.771349 30.281562, -81.771405 30.281869, -81.77142 30.281943, -81.771468 30.28218, -81.771539 30.282796, -81.771594 30.283365, -81.771613 30.283918, -81.771615 30.284152, -81.77161 30.28442, -81.771606 30.284686, -81.771591 30.284883, -81.7709 30.293878)",2332.075607
3289,6113,1039,1,"LINESTRING (-81.5157616 30.2529814, -81.5137246 30.2534085, -81.5134758 30.2534556, -81.5132282 30.2535027, -81.5129997 30.2535423, -81.5127472 30.2535797, -81.5124949 30.2536157, -81.5122461 30.253647)",345.8569227
3290,1039,7962,1,"LINESTRING (-81.5122461 30.253647, -81.5119898 30.2536771, -81.5117401 30.2537033, -81.5114884 30.2537267, -81.511237 30.2537452, -81.5109766 30.2537634, -81.510732 30.2537759, -81.510474 30.2537873, -81.5102215 30.2537936, -81.509966 30.2537998, -81.5097108 30.2537992, -81.5094607 30.2537971, -81.5092092 30.2537904, -81.5089539 30.2537837, -81.5087033 30.2537705, -81.5084477 30.2537549, -81.5081981 30.2537382, -81.5079464 30.2537187, -81.507721 30.2536991)",435.8509888
3291,4982,4983,1,"LINESTRING (-81.5048702 28.5184061, -81.5043981 28.5179084, -81.5031021 28.5164905, -81.5024841 28.515857, -81.5018575 28.5152763, -81.5011623 28.514688, -81.5004585 28.5141299, -81.4996603 28.5135567, -81.4988277 28.5130062, -81.4979179 28.5124556, -81.4970768 28.5119955, -81.4963043 28.5116034, -81.4951456 28.5110302, -81.4943302 28.5105776, -81.4936521 28.5101628)",1442.285161
