p/q/[val],938,939,940,941,942,943,944,945,946,947,948,949,950,951,952,953,954,955,956,957,958,959,960,961,962
938,0.0,50.0,37.0,242.0,6.0,62.0,23.0,44.0,2.0,0.0,107.0,72.0,35.0,255.0,0.0,297.0,68.0,134.0,229.0,0.0,128.0,158.0,29.0,235.0,0.0
939,4.0,0.0,8.0,50.0,2.0,12.0,5.0,9.0,1.0,0.0,20.0,14.0,7.0,51.0,0.0,56.0,14.0,27.0,46.0,0.0,25.0,31.0,6.0,47.0,0.0
940,3.0,8.0,0.0,42.0,1.0,9.0,4.0,8.0,1.0,0.0,16.0,12.0,6.0,43.0,0.0,44.0,11.0,22.0,38.0,0.0,19.0,25.0,5.0,38.0,0.0
941,18.0,44.0,37.0,0.0,7.0,51.0,21.0,44.0,2.0,0.0,92.0,67.0,34.0,267.0,0.0,262.0,63.0,131.0,235.0,0.0,114.0,147.0,28.0,237.0,0.0
942,1.0,2.0,1.0,7.0,0.0,2.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,7.0,0.0,7.0,2.0,4.0,6.0,0.0,3.0,4.0,1.0,7.0,0.0
943,4.0,8.0,6.0,38.0,1.0,0.0,4.0,7.0,1.0,0.0,18.0,12.0,6.0,41.0,0.0,49.0,12.0,22.0,37.0,0.0,21.0,26.0,5.0,38.0,0.0
944,2.0,4.0,3.0,17.0,1.0,5.0,0.0,3.0,1.0,0.0,8.0,6.0,3.0,18.0,0.0,21.0,5.0,10.0,16.0,0.0,9.0,11.0,2.0,17.0,0.0
945,4.0,9.0,8.0,51.0,2.0,11.0,5.0,0.0,1.0,0.0,20.0,14.0,8.0,54.0,0.0,55.0,14.0,28.0,48.0,0.0,24.0,31.0,6.0,49.0,0.0
946,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0
947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
948,4.0,9.0,7.0,43.0,2.0,12.0,5.0,8.0,1.0,0.0,0.0,14.0,7.0,48.0,0.0,60.0,14.0,26.0,44.0,0.0,26.0,32.0,6.0,46.0,0.0
949,3.0,8.0,6.0,38.0,1.0,10.0,4.0,7.0,1.0,0.0,17.0,0.0,6.0,42.0,0.0,49.0,12.0,23.0,39.0,0.0,21.0,27.0,5.0,40.0,0.0
950,3.0,5.0,5.0,28.0,1.0,7.0,3.0,6.0,1.0,0.0,12.0,9.0,0.0,32.0,0.0,34.0,9.0,17.0,29.0,0.0,15.0,19.0,4.0,30.0,0.0
951,27.0,66.0,54.0,384.0,10.0,80.0,32.0,68.0,3.0,0.0,145.0,107.0,56.0,0.0,0.0,426.0,104.0,220.0,404.0,0.0,187.0,245.0,47.0,403.0,0.0
952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
953,21.0,49.0,38.0,252.0,6.0,65.0,25.0,47.0,2.0,0.0,123.0,83.0,39.0,285.0,0.0,0.0,84.0,158.0,265.0,0.0,165.0,199.0,35.0,282.0,0.0
954,3.0,7.0,5.0,33.0,1.0,8.0,3.0,6.0,1.0,0.0,15.0,11.0,6.0,37.0,0.0,45.0,0.0,21.0,35.0,0.0,20.0,26.0,5.0,37.0,0.0
955,3.0,6.0,5.0,29.0,1.0,7.0,3.0,6.0,1.0,0.0,13.0,9.0,5.0,34.0,0.0,37.0,9.0,0.0,32.0,0.0,17.0,22.0,4.0,34.0,0.0
956,17.0,42.0,35.0,241.0,6.0,52.0,21.0,43.0,2.0,0.0,95.0,70.0,37.0,289.0,0.0,283.0,69.0,148.0,0.0,0.0,126.0,166.0,33.0,278.0,0.0
957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
958,10.0,23.0,18.0,121.0,3.0,31.0,12.0,23.0,1.0,0.0,58.0,40.0,19.0,138.0,0.0,182.0,41.0,77.0,130.0,0.0,0.0,100.0,17.0,140.0,0.0
959,11.0,25.0,20.0,134.0,4.0,33.0,13.0,25.0,1.0,0.0,61.0,43.0,21.0,156.0,0.0,188.0,45.0,88.0,147.0,0.0,86.0,0.0,20.0,159.0,0.0
960,3.0,5.0,4.0,28.0,1.0,7.0,3.0,5.0,1.0,0.0,12.0,9.0,5.0,33.0,0.0,36.0,9.0,19.0,32.0,0.0,17.0,22.0,0.0,36.0,0.0
961,17.0,41.0,33.0,230.0,6.0,51.0,20.0,41.0,2.0,0.0,94.0,69.0,35.0,272.0,0.0,284.0,69.0,146.0,263.0,0.0,128.0,170.0,34.0,0.0,0.0
962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
