p/q/[val],168036,168037,168038,168039,168040,168041,168042,168043,168044,168045,168046,168047,168048,168049,168050,168051,168052,168053,168054,168055,168056,168057,168058,168059,168060,168061,168062,168063,168064,168065,168066,168067,168068,168069,168070,168071,168072,168073,168074,168075,168076,168077,168078,168079,168080,168081,168082,168083,168084,168085,168086,168087,168088,168089,168090,168091,168092,168093,168094,168095,168096,168097,168098,168099,168100,168101,168102,168103,168104,168105,168106,168107,168108,168109,168110,168111,168112,168113,168114,168115,168116,168117,168118,168119,168120,168121,168122,168123,168124,168125,168126,168127,168128,168129,168130,168131,168132,168133,168134,168135,168136,168137,168138,168139,168140,168141,168142,168143,168144,168145,168146,168147,168148,168149,168150,168151,168152,168153,168154,168155,168156,168157,168158,168159,168160,168161,168162,168163,168164,168165,168166,168167,168168,168169,168170,168171,168172,168173,168174,168175,168176,168177,168178,168179,168180,168181,168182,168183,168184,168185,168186,168187,168188,168189,168190,168191,168192,168193,168194,168195,168196,168197,168198,168199,168200,168201,168202,168203,168204,168205,168206,168207,168208,168209,168210,168211,168212,168213,168214,168215,168216,168217,168218,168219,168220,168221,168222,168223,168224,168225,168226,168227,168228,168229,168230,168231,168232,168233,168234,168235,168236,168237,168238,168239,168240,168241,168242,168243,168244,168245,168246,168247,168248,168249,168250,168251,168252,168253,168254,168255,168256,168257,168258,168259,168260
168036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168039,0.0,0.0,0.0,0.0032920564990490675,0.001280546304769814,0.09661645442247391,0.09040279686450958,0.03950388729572296,0.058921895921230316,0.013367119245231152,0.0,0.0,0.0,0.08127524703741074,0.0,0.0,0.0010065973037853837,0.11059707403182983,0.00012308992154430598,0.002589927287772298,0.2321573793888092,0.035974711179733276,0.13860724866390228,0.057154640555381775,0.0084184929728508,0.019497007131576538,0.0,0.0,0.0,0.0,0.0854450911283493,0.08411778509616852,0.5309301018714905,0.3564131557941437,0.17470264434814453,0.1673516035079956,0.011202020570635796,0.08887678384780884,0.06520106643438339,0.06074531748890877,0.0011771927820518613,3.2631514841341414e-06,0.0,0.0,0.0,0.08133447170257568,0.35164791345596313,0.4158615171909332,0.4492012560367584,0.23955892026424408,0.2659464478492737,0.15097324550151825,0.16993896663188934,0.23288264870643616,0.014422609470784664,0.0024397962260991335,0.0,0.0,0.0,0.0,5.3443945944309235e-05,0.8491591215133667,0.4931073486804962,0.5261927247047424,0.36081936955451965,0.4611070156097412,0.6275840997695923,0.44938039779663086,0.5065371990203857,0.038397420197725296,0.018011312931776047,0.0,0.0,0.0,0.0,0.008434047922492027,0.6059301495552063,0.21280299127101898,0.5407536029815674,0.570497453212738,0.39490073919296265,0.6107491850852966,0.2140742838382721,0.7703644037246704,0.14859610795974731,0.06356702744960785,0.08127524703741074,0.0,0.0016057415632531047,0.0,0.05166133493185043,0.26655733585357666,0.30081501603126526,0.9710217714309692,0.6801236271858215,0.5233613848686218,1.00730562210083,0.12966927886009216,0.2892009913921356,0.0019952133297920227,0.00022763323795516044,0.00015449666534550488,0.005727390293031931,0.0,0.0017430389998480678,0.1426939070224762,0.5131727457046509,0.4345729649066925,0.41895946860313416,0.554082989692688,0.7414217591285706,1.85635244846344,0.44400879740715027,0.25254592299461365,0.05312403291463852,0.15937529504299164,0.30463719367980957,0.018803266808390617,0.007669429760426283,2.012130971706938e-05,0.18842920660972595,0.30430808663368225,0.216844379901886,0.3922441303730011,0.2504834532737732,0.45845818519592285,1.013624668121338,1.0231720209121704,0.41379478573799133,0.5116969347000122,0.4709577262401581,0.9232714176177979,0.23977556824684143,0.02174156904220581,0.0003039017610717565,0.0023149128537625074,0.07276910543441772,0.028861992061138153,0.02968139573931694,0.17759700119495392,0.3672586977481842,0.4002150297164917,0.48357295989990234,0.6272880434989929,0.4496656060218811,0.5198715925216675,0.7612800002098083,0.3050796389579773,0.09413821995258331,0.10687398910522461,0.0,0.0070553128607571125,0.0,0.0,0.20479781925678253,0.024645695462822914,0.11003284156322479,0.5362847447395325,0.584368109703064,0.5871943831443787,0.5791643261909485,0.1136571392416954,0.24182556569576263,0.0037254865746945143,0.042870473116636276,0.0,0.0,0.0,0.0,0.012592017650604248,0.02825949527323246,0.05587488040328026,0.13156463205814362,0.4523273706436157,0.36844220757484436,0.5260359048843384,0.20693379640579224,0.0827767625451088,0.007588830776512623,0.08339032530784607,0.0,0.0,0.0,0.0,0.0,0.0,0.00037752825301140547,0.0025484950747340918,0.19887027144432068,0.5358288884162903,0.38417360186576843,0.24102261662483215,0.2732236683368683,0.07069920003414154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012747504515573382,0.0013435541186481714,0.0,0.02208930440247059,0.28306180238723755,0.022635387256741524,0.007054793182760477,0.0,0.0,0.0,0.0,0.0,0.0,0.08127524703741074,0.0,0.0038420502096414566,0.08220450580120087,0.08158153295516968,0.00011065845319535583,0.06973298639059067,0.04488411918282509,0.016904698684811592
168040,0.0,0.0,0.0,0.0012365030124783516,0.000480975751997903,0.036289334297180176,0.03395547345280647,0.014837739057838917,0.02213118225336075,0.005020716693252325,0.0,0.0,0.0,0.0305271465331316,0.0,0.0,0.00037807997432537377,0.0415404811501503,4.62328243884258e-05,0.0009727819124236703,0.08719877898693085,0.013512172736227512,0.05206115543842316,0.02146739698946476,0.00316200265660882,0.007323115132749081,0.0,0.0,0.0,0.0,0.032093346118927,0.031594809144735336,0.19941839575767517,0.1338694989681244,0.06561866402626038,0.06285759061574936,0.00420750118792057,0.033382296562194824,0.02448965236544609,0.022816061973571777,0.0004421559569891542,1.2256462014192948e-06,0.0,0.0,0.0,0.030549392104148865,0.13207966089248657,0.1561984121799469,0.16872088611125946,0.08997880667448044,0.09989001601934433,0.05670585483312607,0.06382941454648972,0.08747118711471558,0.005417161155492067,0.000916392367798835,0.0,0.0,0.0,0.0,2.0073654013685882e-05,0.31894588470458984,0.18521210551261902,0.19763904809951782,0.13552448153495789,0.17319270968437195,0.23572182655334473,0.16878817975521088,0.19025638699531555,0.014422147534787655,0.006765084806829691,0.0,0.0,0.0,0.0,0.0031678450759500265,0.22758857905864716,0.07992922514677048,0.20310814678668976,0.21427997946739197,0.14832550287246704,0.22939860820770264,0.08040673285722733,0.28935039043426514,0.05581299588084221,0.023875903338193893,0.0305271465331316,0.0,0.000603119726292789,0.0,0.019404100254178047,0.10011947154998779,0.112986721098423,0.3647177219390869,0.25545579195022583,0.1965755820274353,0.3783459961414337,0.04870403930544853,0.10862447321414948,0.0007494061137549579,8.54995014378801e-05,5.802925807074644e-05,0.0021512191742658615,0.0,0.0006546889198943973,0.05359611660242081,0.19274871051311493,0.16322647035121918,0.15736201405525208,0.20811468362808228,0.2784794867038727,0.697249710559845,0.1667705923318863,0.09485674649477005,0.019953493028879166,0.0598616786301136,0.11442233622074127,0.007062544580549002,0.0028806531336158514,7.557604021712905e-06,0.0707743838429451,0.11429872363805771,0.08144718408584595,0.14732767641544342,0.09408208727836609,0.17219780385494232,0.38071945309638977,0.3843054473400116,0.1554221510887146,0.1921943873167038,0.17689266800880432,0.3467825949192047,0.09006018191576004,0.00816617626696825,0.0001141461034421809,0.0008694858988747001,0.02733222208917141,0.010840621776878834,0.011148391291499138,0.06670579314231873,0.1379431039094925,0.15032155811786652,0.1816309690475464,0.23561064898967743,0.16889530420303345,0.1952648013830185,0.2859382927417755,0.11458852142095566,0.035358503460884094,0.040142085403203964,0.0,0.0026499894447624683,0.0,0.0,0.0769224688410759,0.009256972931325436,0.0413285531103611,0.20142963528633118,0.21948984265327454,0.22055138647556305,0.21753527224063873,0.04268984869122505,0.09083016961812973,0.0013993002939969301,0.01610223576426506,0.0,0.0,0.0,0.0,0.004729587119072676,0.010614322498440742,0.02098671719431877,0.049415938556194305,0.16989506781101227,0.13838763535022736,0.19758014380931854,0.07772474735975266,0.0310911163687706,0.002850380027666688,0.03132157400250435,0.0,0.0,0.0,0.0,0.0,0.0,0.00014180036669131368,0.0009572198614478111,0.07469607144594193,0.20125840604305267,0.14429637789726257,0.09052857756614685,0.1026233583688736,0.026554761454463005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047879881458356977,0.0005046416190452874,0.0,0.008296786807477474,0.10631857812404633,0.008501896634697914,0.00264979456551373,0.0,0.0,0.0,0.0,0.0,0.0,0.0305271465331316,0.0,0.0014430817682296038,0.030876178294420242,0.030642187222838402,4.15635367971845e-05,0.026191849261522293,0.01685856468975544,0.006349438801407814
168041,0.0,0.0,0.0,0.1262526512145996,0.049109842628240585,3.705308198928833,3.467010259628296,1.5150015354156494,2.2596957683563232,0.5126383304595947,0.0,0.0,0.0,3.116962432861328,0.0,0.0,0.038603708148002625,4.241474628448486,0.004720584489405155,0.0993255153298378,8.903396606445312,1.379655122756958,5.3156843185424805,2.191920280456543,0.32285505533218384,0.7477238178253174,0.0,0.0,0.0,0.0,3.276878595352173,3.225975513458252,20.36153793334961,13.668692588806152,6.699967861175537,6.418050289154053,0.42960527539253235,3.4084866046905518,2.5005064010620117,2.329625129699707,0.045146163552999496,0.00012514412810560316,0.0,0.0,0.0,3.1192336082458496,13.485941886901855,15.948577880859375,17.22718048095703,9.187251091003418,10.199231147766113,5.789929389953613,6.517277717590332,8.931211471557617,0.5531170964241028,0.09356788545846939,0.0,0.0,0.0,0.0,0.0020496125798672438,32.56584548950195,18.911008834838867,20.17985725402832,13.837674140930176,17.683774948120117,24.06828498840332,17.234050750732422,19.426054000854492,1.4725676774978638,0.6907463669776917,0.0,0.0,0.0,0.0,0.32345157861709595,23.237842559814453,8.161142349243164,20.738277435302734,21.87897300720215,15.144718170166016,23.42265510559082,8.209897994995117,29.544010162353516,5.698764324188232,2.4378397464752197,3.116962432861328,0.0,0.06158130615949631,0.0,1.981248140335083,10.22265911102295,11.53646469116211,37.23936080932617,26.083213806152344,20.071271896362305,38.6308708190918,4.972906589508057,11.091059684753418,0.07651781290769577,0.008729892782866955,0.005925054661929607,0.21964938938617706,0.0,0.06684675812721252,5.472410678863525,19.680532455444336,16.666175842285156,16.067386627197266,21.249467849731445,28.434038162231445,71.1924057006836,17.028045654296875,9.685311317443848,2.0373435020446777,6.112153053283691,11.683048248291016,0.7211183309555054,0.2941279709339142,0.0007716661784797907,7.226390838623047,11.670426368713379,8.316132545471191,15.042835235595703,9.60621452331543,17.582189559936523,38.87321090698242,39.239356994628906,15.869318008422852,19.623933792114258,18.061555862426758,35.40810012817383,9.19555950164795,0.8338042497634888,0.01165484357625246,0.08877851814031601,2.790745735168457,1.1068774461746216,1.138302206993103,6.81096887588501,14.084626197814941,15.34852409362793,18.545360565185547,24.056934356689453,17.2449893951416,19.937435150146484,29.195615768432617,11.700016021728516,3.6102662086486816,4.098691940307617,0.0,0.270576149225235,0.0,0.0,7.854138374328613,0.9451795816421509,4.2198357582092285,20.566892623901367,22.410924911499023,22.51931381225586,22.211355209350586,4.358830451965332,9.274178504943848,0.14287500083446503,1.6441123485565186,0.0,0.0,0.0,0.0,0.4829126298427582,1.0837712287902832,2.142840623855591,5.045595169067383,17.347068786621094,14.13001537322998,20.173843383789062,7.936054706573486,3.174546241760254,0.2910369336605072,3.1980769634246826,0.0,0.0,0.0,0.0,0.0,0.0,0.014478471130132675,0.09773655980825424,7.6268134117126465,20.549409866333008,14.733325004577637,9.243385314941406,10.478318214416504,2.7113635540008545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04888756573200226,0.051526233553886414,0.0,0.8471401929855347,10.855616569519043,0.8680828213691711,0.27055624127388,0.0,0.0,0.0,0.0,0.0,0.0,3.116962432861328,0.0,0.14734530448913574,3.152600049972534,3.128708600997925,0.004243828821927309,2.6743085384368896,1.7213371992111206,0.6483069658279419
168042,0.0,0.0,0.0,0.08709175884723663,0.03387700766324997,2.555999994277954,2.3916170597076416,1.0450801849365234,1.5587859153747559,0.3536287844181061,0.0,0.0,0.0,2.150146722793579,0.0,0.0,0.026629654690623283,2.925858974456787,0.0032563591375947,0.06851684302091599,6.141751766204834,0.951715350151062,3.6668715476989746,1.5120329856872559,0.22271224856376648,0.5157957077026367,0.0,0.0,0.0,0.0,2.260460376739502,2.225346326828003,14.045820236206055,9.428954124450684,4.621779918670654,4.42730712890625,0.2963508367538452,2.3512461185455322,1.7249022722244263,1.6070247888565063,0.03114277869462967,8.632706885691732e-05,0.0,0.0,0.0,2.1517133712768555,9.302887916564941,11.001667022705078,11.883674621582031,6.337560653686523,7.035645961761475,3.99401593208313,4.495756149291992,6.160938739776611,0.3815518915653229,0.06454510986804962,0.0,0.0,0.0,0.0,0.0014138661790639162,22.464609146118164,13.045214653015137,13.920493125915527,9.545520782470703,12.198641777038574,16.602813720703125,11.888413429260254,13.400503158569336,1.015808343887329,0.4764914810657501,0.0,0.0,0.0,0.0,0.22312375903129578,16.029956817626953,5.629729270935059,14.305703163146973,15.092578887939453,10.447147369384766,16.15744400024414,5.663361549377441,20.380083084106445,3.9311282634735107,1.681673526763916,2.150146722793579,0.0,0.04248008877038956,0.0,1.3667069673538208,7.051806926727295,7.9580979347229,25.688499450683594,17.992753982543945,13.845588684082031,26.648393630981445,3.4304163455963135,7.650847911834717,0.05278360843658447,0.006022064946591854,0.004087228327989578,0.1515188068151474,0.0,0.046112310141325,3.77498459815979,13.576047897338867,11.496681213378906,11.083623886108398,14.658332824707031,19.614402770996094,49.11003112792969,11.746306419372559,6.681132793426514,1.4054027795791626,4.216292858123779,8.059213638305664,0.49744269251823425,0.20289570093154907,0.0005323116783984005,4.984917640686035,8.050507545471191,5.736644744873047,10.376866340637207,6.626570701599121,12.12856674194336,26.81556510925293,27.068140029907227,10.946991920471191,13.537004470825195,12.459244728088379,24.42525863647461,6.343292236328125,0.5751758813858032,0.00803975760936737,0.06124130263924599,1.9251155853271484,0.7635474801063538,0.785224974155426,4.698350429534912,9.715873718261719,10.587737083435059,12.79298210144043,16.594982147216797,11.89595890045166,13.753265380859375,20.139755249023438,8.070919036865234,2.490438222885132,2.827364444732666,0.0,0.1866491585969925,0.0,0.0,5.4179511070251465,0.6520048975944519,2.9109323024749756,14.187479019165039,15.4595308303833,15.534299850463867,15.321863174438477,3.0068135261535645,6.397524833679199,0.0985582023859024,1.134143590927124,0.0,0.0,0.0,0.0,0.3331233561038971,0.7476084232330322,1.4781768321990967,3.480558395385742,11.966375350952148,9.747183799743652,13.91634464263916,5.474458694458008,2.1898694038391113,0.20076343417167664,2.206101179122925,0.0,0.0,0.0,0.0,0.0,0.0,0.00998755544424057,0.06742075085639954,5.26113748550415,14.175418853759766,10.163359642028809,6.376282691955566,7.228165626525879,1.8703560829162598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033723678439855576,0.03554388880729675,0.0,0.584375262260437,7.488434314727783,0.5988219380378723,0.18663541972637177,0.0,0.0,0.0,0.0,0.0,0.0,2.150146722793579,0.0,0.10164190828800201,2.1747303009033203,2.1582493782043457,0.0029274828266352415,1.844794750213623,1.1874148845672607,0.44721588492393494
168043,0.0,0.0,0.0,0.03638722375035286,0.014153926633298397,1.067905306816101,0.9992254972457886,0.4366379380226135,0.6512659192085266,0.14774726331233978,0.0,0.0,0.0,0.8983383774757385,0.0,0.0,0.0111259575933218,1.2224335670471191,0.0013605175772681832,0.028626564890146255,2.566044330596924,0.39762982726097107,1.5320310592651367,0.6317324042320251,0.09304991364479065,0.21550115942955017,0.0,0.0,0.0,0.0,0.9444277882575989,0.9297569990158081,5.868390083312988,3.939448118209839,1.9309948682785034,1.8497434854507446,0.1238163560628891,0.982358455657959,0.7206698656082153,0.6714202761650085,0.01301155611872673,3.606773680076003e-05,0.0,0.0,0.0,0.8989930152893066,3.886777639389038,4.596532821655273,4.965038299560547,2.6478536128997803,2.939516067504883,1.6687129735946655,1.878341794013977,2.5740606784820557,0.1594136357307434,0.026967158541083336,0.0,0.0,0.0,0.0,0.0005907179438509047,9.385787963867188,5.450334072113037,5.816028118133545,3.988150119781494,5.096632957458496,6.936710357666016,4.9670186042785645,5.598774433135986,0.42440810799598694,0.1990797072649002,0.0,0.0,0.0,0.0,0.09322184324264526,6.697368621826172,2.3521194458007812,5.976970195770264,6.305729389190674,4.3648529052734375,6.750633239746094,2.36617112159729,8.51486587524414,1.6424384117126465,0.7026087641716003,0.8983383774757385,0.0,0.01774832233786583,0.0,0.5710147023200989,2.946268320083618,3.3249197006225586,10.732739448547363,7.517431735992432,5.784732818603516,11.133787155151367,1.4332393407821655,3.196549415588379,0.02205316722393036,0.002516038715839386,0.0017076574731618166,0.06330505758523941,0.0,0.019265875220298767,1.5772011280059814,5.672117710113525,4.803351402282715,4.63077449798584,6.124300003051758,8.194962501525879,20.518333435058594,4.9076457023620605,2.7913994789123535,0.5871819257736206,1.7615810632705688,3.36716628074646,0.2078332006931305,0.08477049320936203,0.0002224015915999189,2.0827150344848633,3.3635287284851074,2.396789073944092,4.335489273071289,2.7686030864715576,5.067355155944824,11.203631401062012,11.309158325195312,4.5736894607543945,5.6558051109313965,5.2055134773254395,10.20495319366455,2.6502482891082764,0.24031037092208862,0.0033590374514460564,0.025586819276213646,0.8043196797370911,0.31901267170906067,0.3280695676803589,1.9629863500595093,4.059324264526367,4.423591613769531,5.344950199127197,6.933438301086426,4.970170974731445,5.74616003036499,8.414456367492676,3.372056722640991,1.040513277053833,1.1812821626663208,0.0,0.07798263430595398,0.0,0.0,2.2636380195617676,0.2724097967147827,1.21619713306427,5.927575588226318,6.459043025970459,6.490281581878662,6.401525020599365,1.2562565803527832,2.6729071140289307,0.04117794334888458,0.47384893894195557,0.0,0.0,0.0,0.0,0.1391800343990326,0.312353253364563,0.617587149143219,1.4541888236999512,4.99959135055542,4.072405815124512,5.814294815063477,2.2872469425201416,0.9149346351623535,0.08387962728738785,0.9217163920402527,0.0,0.0,0.0,0.0,0.0,0.0,0.004172833636403084,0.028168611228466034,2.198120594024658,5.922536849975586,4.2462849617004395,2.664031982421875,3.019951581954956,0.7814409732818604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014089864678680897,0.014850353822112083,0.0,0.2441539168357849,3.128692626953125,0.25018978118896484,0.07797689735889435,0.0,0.0,0.0,0.0,0.0,0.0,0.8983383774757385,0.0,0.04246632382273674,0.9086095094680786,0.9017237424850464,0.001223111990839243,0.7707613110542297,0.4961058497428894,0.18684828281402588
168044,0.0,0.0,0.0,0.05395036190748215,0.020985646173357964,1.5833544731140137,1.48152494430542,0.6473913788795471,0.9656144976615906,0.21906091272830963,0.0,0.0,0.0,1.3319422006607056,0.0,0.0,0.01649615913629532,1.812469482421875,0.0020172030199319124,0.042443837970495224,3.804605007171631,0.5895550847053528,2.271501302719116,0.936652660369873,0.13796260952949524,0.3195177912712097,0.0,0.0,0.0,0.0,1.4002777338027954,1.3785258531570435,8.700904846191406,5.840914249420166,2.863034248352051,2.742565155029297,0.1835791915655136,1.4565165042877197,1.0685179233551025,0.9954968690872192,0.019291885197162628,5.347666592570022e-05,0.0,0.0,0.0,1.332912802696228,5.762820720672607,6.815155982971191,7.361529350280762,3.9259016513824463,4.358341693878174,2.474156141281128,2.7849669456481934,3.816490650177002,0.23635832965373993,0.03998348489403725,0.0,0.0,0.0,0.0,0.0008758416515775025,13.916055679321289,8.081064224243164,8.623269081115723,5.91312313079834,7.556641101837158,10.284873962402344,7.364465236663818,8.301153182983398,0.6292585134506226,0.2951701581478119,0.0,0.0,0.0,0.0,0.1382175236940384,9.930008888244629,3.487424373626709,8.861893653869629,9.349335670471191,6.471650123596191,10.008983612060547,3.508258581161499,12.624764442443848,2.43519926071167,1.0417392253875732,1.3319422006607056,0.0,0.026314960792660713,0.0,0.8466281294822693,4.368352890014648,4.929769039154053,15.913146018981934,11.145895004272461,8.576868057250977,16.507766723632812,2.125025510787964,4.739438056945801,0.0326976403594017,0.003730463096871972,0.0025318979751318693,0.09386071562767029,0.0,0.028564997017383575,2.3384737968444824,8.409896850585938,7.121800422668457,6.865925312042236,9.08033561706543,12.150450706481934,30.42198371887207,7.276434898376465,4.13873291015625,0.8705989122390747,2.611849069595337,4.992407321929932,0.30814871191978455,0.12568694353103638,0.0003297488729003817,3.0879857540130615,4.987013816833496,3.553654909133911,6.4281134605407715,4.104933738708496,7.5132317543029785,16.611324310302734,16.767786026000977,6.781286239624023,8.385710716247559,7.718075275421143,15.130611419677734,3.9294521808624268,0.35630175471305847,0.004980354569852352,0.03793688863515854,1.1925431489944458,0.4729915261268616,0.4864199757575989,2.9104673862457275,6.018651008605957,6.558740615844727,7.924814224243164,10.280023574829102,7.369139194488525,8.51967716217041,12.4758882522583,4.999658107757568,1.5427411794662476,1.7514554262161255,0.0,0.11562276631593704,0.0,0.0,3.3562352657318115,0.40389472246170044,1.803222894668579,8.788657188415527,9.57664966583252,9.622966766357422,9.491369247436523,1.8626179695129395,3.963047504425049,0.061053432524204254,0.7025631070137024,0.0,0.0,0.0,0.0,0.20635852217674255,0.4631178081035614,0.915679931640625,2.1560866832733154,7.412759780883789,6.038046360015869,8.620698928833008,3.391239643096924,1.3565490245819092,0.12436607480049133,1.366604208946228,0.0,0.0,0.0,0.0,0.0,0.0,0.006186949089169502,0.041764844208955765,3.259094476699829,8.781187057495117,6.295853137969971,3.9498889446258545,4.477601051330566,1.1586215496063232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02089066430926323,0.022018222138285637,0.0,0.3620004653930664,4.638828754425049,0.3709496855735779,0.11561425030231476,0.0,0.0,0.0,0.0,0.0,0.0,1.3319422006607056,0.0,0.06296367943286896,1.3471709489822388,1.3369616270065308,0.0018134753918275237,1.142787218093872,0.7355628609657288,0.2770349383354187
