activity_zone_id,name,geometry,centroid,centroid_x,centroid_y,access_node_vector,total_poi_count,residential_poi_count,office_poi_count,shopping_poi_count,school_poi_count,parking_poi_count,boundary_node_count,total_production,total_attraction
23,B8,"POLYGON ((-112.0031624 33.75658,-112.0031624 33.80688,-111.92682239999999 33.80688,-111.92682239999999 33.75658,-112.0031624 33.75658))",POINT (-111.9660037035049 33.779347567360354),-111.9660037035049,33.779347567360354,4922;18691;18750;18896;18987;19418;19517;19580;20171;20251;20273;20505;20965;21003;21076;21267;21482;22384;22507;22579;22715;23200;23223;23551;23767;23895;23935;23948;23996;24453;24554;25030;25244;25381;26022;26116;26208;26561;27058;27080;27451;27523;27890;28007;28034;28256;28656;28681;28861;28979;29011;29126;29132;29185;30036;30104;30165;30392;30477;30535;30895;30921;30989;31097;31177;32012;32426;32554;32576;32660;32716;32946;32982;33093;33314;33332;33413;33565;33664;33861;34149;34207;34656;35083;35383;35411;35906;36114;36204;36275;36285;36368;36439;36477;37555;37605;37615;37774;37913;38276;38323;38506;38515;38574;38831;38887;39087;39131;39259;39665;39725;39868;39962;40182;40276;40711;40805;40988;41053;41107;41792;41793;41926;41988;42177;42347;42733;42806;42922;42953;42970;43440;44075;44507;44509;44588;44638;44804;44998;45130;45286;45292;45762;45864;46138;46325;46429;46544;46629;46658;46719;47255;47371;47422;47450;48011;48025;48757;48790;48882;48955;49159;49316;49558;49672;49949;50090;50163;50368;50457;50516;50591;50728;50807;51102;51255;51539;51738;51848;51994;52203;52324;52504;52637;52732;52887;52919;52966;53105;53259;53362;53379;53418;53699;53759;54131;54147;54163;54202;54224;54315;54444;54475;54495;54594;54651;54655;54784;54923;55150;55250;55779;55780;55842;55948;56390;56613;56721;56950;57128;57191;57238;57300;57343;57354;57680;57721;58272;58422;59070;59150;59301;59399;59517;59567;60118;60184;60262;60453;60486;60895;60999;61317;61509;61757;61917;62144;62328;62356;62461;62529;62569;62646;62892;62987;63579;63645;63700;64040;64290;64375;64452;64455;64472;64675;64752;64786;65430;65623;65790;65952;66035;66327;66536;66778;66893;67167;67197;67228;67288;67543;67702;68025;68049;68130;68490;68783;69230;69500;69558;69566;69676;69718;69734;69864;69867;69881;70027;70146;70179;70281;70443;70474;70774;70868;70910;71138;71157;71164;71178;71182;71323;71369;71494;71572;71636;71790;71855;72064;72261;72413;72426;72607;72651;72669;72684;72756;72781;72926;73255;73267;73373;73439;73478;73520;73633;73937;74108;74142;74240;74449;74457;74657;74730;74814;75002;75023;75702;75828;75879;75997;76056;76073;76098;76105;76281;76323;76579;76796;76862;76933;77190;77253;77690;77691;77730;77740;77926;77988;77993;78002;78426;78672;78729;78754;78968;79121;79154;79363;79484;79527;79638;79918;79980;80052;80183;80209;80229;80555;80642;80730;80755;81023;81041;81281;81314;81652;81793;81886;82152;82440;82457;82505;82551;82664;82931;83072;83079;83169;83359;83475;83616;84004;84044;84121;84216;84432;84764;84805;84939;84971;85245;85476;85907;85981;86186;86253;86563;86661;86664;87124;87272;87302;87539;87602;87656;87864;87971;88204;88609;88622;88743;88780;88936;89054;89143;89447;89600;89651;90010;90057;90252;90515;90583;90721;90808;91464;91487;91815;91936;92033;92295;92307;92537;92769;93137;93643;93781;93786;93825;94317;94518;94631;94706;94765;94892;95136;95305;95637;95639;95668;95674;95731;95994;96085;96139;96162;96176;96201;96206;96234;96501;96673;96709;96789;97101;97125;97333;97363;97377;97506;97864;98146;98178;98214;98452;98633;98757;98921;99014;99051;99168;99449;99922;100308;100453;101250;101752;101954;101976;102196;102537;102769;102918;103141;103230;103481;103535;103592;103611;103734;103975;104308;104683;104746;104757;105137;105459;105506;105697;105839;105972;106141;106149;106191;106639;106666;106687;106724;107044;107842;107865;108480;108633;108649;108768;108897;109125;109203;109287;109396;109597;109606;109796;109832;109854;109891;110167;110586;110625;110728;110961;111006;111204;111504;111775;111930;112004;112081;112112;112153;112173;112288;112464;112522;112648;112936;113287;113334;113638;113972;114008;114056;114086;114126;114143;114413;114731;114886;115017;115374;115851;116197;116397;116421;116445;116503;116630;116756;116774;116798;116869;117014;117079;117413;117610;117855;117930;118063;118326;118378;118728;119915;120905;121083;121378;121421;121829;121855;121946;122193;122590;122682;122920;123436;123471;123631;123759;123801;124112;124507;125119;125124;125161;125672;125727;125783;126816;126952;126967;127067;127239;127329;127506;127523;127620;127881;127896;127957;128107;128172;128409;128459;128754;129158;129174;129257;129494;129511;129715;129736;129773;130596;130645;130703;131820;131834;131862;132276;132290;132325;132373;132569;132646;132774;132969;132979;133147;133321;133465;133562;133657;133706;133735;134068;134246;134507;134517;134636;134703;134821;135029;135260;135281;135391;135484;135756;135821;135945;135961;136363;136440;136521;136637;136767;136773;136843;136875;136914;137305;137327;137469;137470;137472;137532;137533;138134;138215;138653;138699;138824;138977;139042;139140;139279;139280;139286;139412;139758;139870;140024;140264;140453;140495;140639;141075;141365;141680;141790;141964;142081;142093;142161;142462;142561;142634;142904;142913;142924;142932;142980;143509;143699;143718;143746;143754;144454;144710;144760;144874;144906;144962;145048;145244;145301;145377;145399;145404;145570;145679;146068;146142;146454;146922;147026;147193;147353;147477;147976;148393;148506;148591;148603;148702;148736;148820;149000;149374;149471;149635;149642;149780;149901;149927;150005;150031;150132;150277;150293;150619;150669;151037;152042;152191;152593;152714;153133;153313;153380;153415;153470;153523;153687;153813;153934;154081;154107;154226;154251;154297;154387;154516;154557;154699;154969;155005;155009;155010;155183;155366;155644;155848;155901;155920;155945;156110;156152;156242;156587;156611;156706;156755;156830;156836;157152;157248;157250;157255;157256;157827;157886;157997;158151;158161;158444;158466;158606;158635;158646;158746;158964;159213;159358;159371;159402;159816;159853;159910;159979;160586;161286;161743;161858;161993;162181;162205;162223;162226;162258;162316;162436;162540;162857;162954;163413;163463;163791;164202;164211;164354;164604;164605;164778;164836;165302;166065;166558;166950;167303;167594;167668;167803;167817,912,777,3,5,1,0,0,1904.7220076923243,1705.4051164961272
24,B9,"POLYGON ((-111.92682239999999 33.75658,-111.92682239999999 33.80688,-111.85048239999999 33.80688,-111.85048239999999 33.75658,-111.92682239999999 33.75658))",POINT (-111.90293094402728 33.78200359761091),-111.90293094402728,33.78200359761091,18820;19934;20564;21273;21633;22553;22598;22670;22835;23335;23564;23986;24318;24511;25533;26232;26958;26985;27650;28275;28702;30464;30593;30619;30671;31440;32967;34040;36827;37196;37565;37628;38062;40212;41111;41164;41282;41638;41993;42346;42420;43165;43451;43799;45018;45686;45874;46226;46374;46642;48361;49478;49816;51131;51394;51838;52306;52449;52621;54171;54173;55011;55364;56405;57430;57831;57962;58472;58838;59374;59390;59776;59925;60429;60463;62016;63560;64181;64950;65534;65562;66443;68044;68104;68527;68548;68741;69515;69642;70855;70873;71196;71675;72037;72174;72376;72728;73107;73340;73635;74257;74364;75361;75366;75498;75518;76193;76798;76985;77037;77173;77193;78104;79903;80963;81474;81588;81835;82136;82512;83320;83326;85034;85435;85501;85969;86645;87768;87853;87935;89625;89703;90229;90760;90860;91064;91302;92010;92048;92182;92255;92566;92957;93447;93548;94456;94526;94672;95156;95162;96311;96690;97057;97376;97397;99145;100418;100788;101865;102804;103079;103204;103468;103501;103621;103744;103830;104357;104933;106605;107469;107503;107635;107892;109439;110315;110601;110829;111129;111188;111322;112113;112146;112870;112939;113035;114760;115123;115348;115385;115760;115922;116745;116915;117003;117032;117425;118589;118759;118860;120118;120482;121593;121843;122110;122997;124754;124953;125328;125896;126601;126660;127320;127336;127394;127403;127518;127972;128511;129794;130276;130285;130530;131430;131493;132261;132839;132872;132883;134836;135690;135941;136010;136729;137144;138380;138464;139934;140783;141218;141285;141370;142387;142791;143280;143386;143871;143915;144386;145456;145808;146536;146796;147201;147461;150063;150299;151264;151543;152072;152393;152996;153049;153344;155530;156402;156643;158547;158730;158759;158900;159460;160117;161051;161801;162883;163266;163286;164381;164395;164485;164679;164685;164803;164953;165468;165573;166111;166751;167087;167098;167231;167841,293,279,0,0,0,0,0,244.065102334656,703.2231872991483
25,B10,"POLYGON ((-111.85048239999999 33.75658,-111.85048239999999 33.80688,-111.77414239999999 33.80688,-111.77414239999999 33.75658,-111.85048239999999 33.75658))",POINT (-111.782536032 33.785176707999995),-111.782536032,33.785176707999995,28390;30927;45027;45544;50545;58810;60000;68930;69912;69950;76233;76449;79155;106031;110114;113453;113649;115104;131757;137995;146089;146606;153752;164213;166830,25,0,0,0,0,0,0,103.58003338816002,103.58003338816002
26,B11,"POLYGON ((-111.77414239999999 33.75658,-111.77414239999999 33.80688,-111.69780239999999 33.80688,-111.69780239999999 33.75658,-111.77414239999999 33.75658))",POINT (-111.74771384117646 33.76843911176471),-111.74771384117646,33.76843911176471,20079;21508;24328;25581;28129;32626;38998;39358;39741;43595;49295;49927;49950;55130;57768;59948;60071;60906;66974;67203;69293;71083;71871;77233;79054;79219;79810;80637;83084;92935;94120;99164;99582;102688;103257;106627;106934;107264;110440;113190;114289;117894;119255;125218;126896;127051;127566;128027;130009;133455;133983;134306;140787;140794;141877;142899;148250;148866;152769;153521;154804;156453;158564;161925;162424;162487;163876;167127,68,0,0,0,0,0,0,239.88859746035195,239.88859746035195
27,B12,"POLYGON ((-111.69780239999999 33.75658,-111.69780239999999 33.80688,-111.62146239999998 33.80688,-111.62146239999998 33.75658,-111.69780239999999 33.75658))",POINT (-111.65963239999999 33.781729999999996),-111.65963239999999,33.781729999999996,,0,0,0,0,0,0,0,0.0,0.0
28,B13,"POLYGON ((-111.62146239999998 33.75658,-111.62146239999998 33.80688,-111.54512239999998 33.80688,-111.54512239999998 33.75658,-111.62146239999998 33.75658))",POINT (-111.58329239999998 33.781729999999996),-111.58329239999998,33.781729999999996,,0,0,0,0,0,0,0,0.0,0.0
29,B14,"POLYGON ((-111.54512239999998 33.75658,-111.54512239999998 33.80688,-111.46878239999998 33.80688,-111.46878239999998 33.75658,-111.54512239999998 33.75658))",POINT (-111.50695239999999 33.781729999999996),-111.50695239999999,33.781729999999996,,0,0,0,0,0,0,0,0.0,0.0
30,B15,"POLYGON ((-111.46878239999998 33.75658,-111.46878239999998 33.80688,-111.39244239999998 33.80688,-111.39244239999998 33.75658,-111.46878239999998 33.75658))",POINT (-111.43061239999997 33.781729999999996),-111.43061239999997,33.781729999999996,,0,0,0,0,0,0,0,0.0,0.0
31,C1,"POLYGON ((-112.5375424 33.70628,-112.5375424 33.75658,-112.4612024 33.75658,-112.4612024 33.70628,-112.5375424 33.70628))",POINT (-112.48393035999999 33.72353831333333),-112.48393035999999,33.72353831333333,4407;14330;34465;60667;76787;76825;93653;103998;110313;120424;129337;133917;135193;140686;165430,13,3,0,0,0,0,0,1049.5631789105287,1051.3052101696646
32,C2,"POLYGON ((-112.4612024 33.70628,-112.4612024 33.75658,-112.3848624 33.75658,-112.3848624 33.70628,-112.4612024 33.70628))",POINT (-112.4254009745593 33.72702862241816),-112.4254009745593,33.72702862241816,18905;18947;19094;19298;19302;20334;20638;20893;20979;22692;23022;23568;23593;23915;23928;24740;24902;25021;25334;25385;25388;25949;26256;26483;26661;26845;27107;27130;28004;28135;28770;29048;29301;29774;30403;30594;31829;31876;31929;32077;32385;32446;33037;33170;33365;33383;33395;34411;34578;34586;34945;35371;35876;36430;36720;37001;37410;37805;37822;38440;38737;38762;38779;39115;39388;39523;39560;39928;39981;40103;40169;40517;40867;40932;41198;41370;42471;43122;43540;44478;44967;45026;45064;45774;46741;47085;47233;47452;47783;48525;48616;49143;49209;49822;49942;50301;51292;51392;52339;52647;52819;53123;53881;55190;55317;55411;56258;56650;56735;57054;57059;57941;57945;58017;58369;58761;58939;59179;59653;60243;60279;60403;60564;61045;61171;61539;62240;62294;62763;62979;63114;63623;63815;64989;65355;65455;65598;65783;66716;66750;67284;67661;68587;68592;68653;69159;69388;70135;70170;70422;70635;70846;71209;71328;71686;71916;72336;72944;73515;74123;74991;75264;75293;75930;76199;76265;76673;77033;77506;78199;79972;80114;80149;80185;81100;81259;81290;82380;82436;82616;83309;84849;85521;85776;85829;86852;87365;87635;88186;88541;88907;89426;89657;90960;91165;91256;91434;91965;92320;93127;93229;93287;94339;94431;94452;94838;94872;95249;95387;95424;96376;96910;97026;97301;97592;97972;97985;98630;98722;98829;99035;99361;99369;99632;99841;100070;100928;100953;100998;101012;102234;102512;103279;103559;104169;104225;104689;104733;105157;105387;105444;105564;105570;106279;106647;107000;107056;107343;107386;107659;107708;108153;108673;108940;108999;109133;109665;110683;110848;111233;112126;112267;112727;112979;113432;113466;113844;113998;114314;115002;115386;116928;117286;117291;118088;118517;118525;118730;119834;120246;120419;120940;121894;121903;122456;122612;123304;123519;123843;124080;124347;124448;124824;125131;125626;125671;125914;125963;126198;126454;127388;127843;128593;128762;129546;130080;130114;130475;130661;130667;131572;131583;133001;133565;133816;133891;134285;134943;135092;135964;135984;136272;136523;136565;137084;137117;137312;139445;139512;139819;139901;140560;141071;141386;141423;141602;141839;141887;142158;143784;143837;143954;144151;144245;144266;144600;144965;145062;145230;145781;145890;146330;146533;147523;148092;149178;149391;149550;149917;150138;151159;151612;151866;152187;152460;153117;153532;153917;154306;154452;154718;155049;155124;155539;155934;156803;156916;157239;157498;157669;158747;158880;159894;159906;160527;161653;162074;163382;163510;163536;163982;164347;166392;166898;166948;167282;167484,397,71,0,0,0,0,0,956.6694465759992,1034.974117647116
33,C3,"POLYGON ((-112.3848624 33.70628,-112.3848624 33.75658,-112.3085224 33.75658,-112.3085224 33.70628,-112.3848624 33.70628))",POINT (-112.33955240692953 33.73424403847075),-112.33955240692953,33.73424403847075,2537;2599;3254;3284;8300;8303;18764;18817;18848;19088;19167;19431;19548;19735;19736;19896;20224;20611;20755;20898;20939;21066;21126;21328;21525;21570;21874;22326;22566;22617;22675;22684;22796;22843;23064;23143;23257;23781;23916;24030;24171;24348;24497;24515;24857;25355;25789;26322;26689;27127;27152;27380;27454;28104;28198;28229;28320;28597;28602;28808;28814;28889;29090;29114;29167;29407;29829;30061;30209;30418;30538;30721;31068;31379;31842;32107;32418;32521;32700;32878;32932;33122;33304;33331;33362;34072;34150;34316;34626;34641;34801;34975;35400;35467;35700;35759;35968;36066;36388;37115;37329;37833;38036;38076;38093;38518;38562;38680;38993;39011;39193;39301;39487;40221;40269;40686;41092;42105;42175;42183;42574;42643;42746;42824;42977;43130;43355;43543;43606;43678;43766;43802;43811;43881;43889;44050;44107;44224;44405;44845;44915;45033;45200;45415;45458;45772;46057;46180;46850;47270;47330;47398;47832;47969;48024;48141;48242;48467;48584;48985;49055;49086;49431;49469;49549;49677;50184;50263;50345;50418;50456;50560;50818;50840;50848;50976;51027;51053;51348;51365;51731;51882;52026;52127;52165;52565;52568;52611;52619;52634;52666;52961;53311;53709;53927;54429;54604;54860;55469;55529;55670;55816;56035;56134;56139;56358;56422;56783;56872;56933;57061;57064;57275;57290;57416;57434;57449;57493;57583;57646;57704;57709;57909;57991;58004;58005;58014;58044;58123;58408;58688;58816;59030;59588;59922;60011;60035;60266;60461;60489;60827;61002;61097;61373;61698;61785;61882;62132;62190;62254;62387;62534;63372;63649;63828;63913;64361;64649;64796;64903;64913;65683;65730;65951;65990;66320;66422;66628;67047;67196;67312;67463;68012;68046;68149;68267;68290;68456;68579;68942;69083;69111;69263;69475;69478;69870;69983;70196;70678;70903;70928;70955;71081;71414;71711;71714;71880;72036;72216;72227;72347;72646;72649;72674;72892;72935;73147;73155;73695;73894;74174;74262;74365;74429;74540;74701;74927;75258;75263;75434;76302;76457;76654;76710;76992;77162;77604;77635;77782;77831;78585;78747;78863;79076;79181;79420;79516;79689;79983;80039;80150;80401;80471;80578;80598;80843;80844;80887;81155;81469;81498;81818;81904;81989;82159;82232;82335;82444;82536;82549;82595;82619;82874;83110;83188;83345;83719;83828;84193;84428;84470;85015;85046;85059;85147;86255;86351;86421;86425;86486;86557;86848;87019;87259;87283;87351;87382;87646;87678;87893;87921;87923;88960;89005;89025;89067;89070;89179;89211;89309;89349;89773;90301;90366;90454;90745;90858;90964;91124;91242;91398;91407;91412;91522;91827;91845;91903;91921;92156;92193;92565;92617;93060;93087;93245;93253;93515;93581;93935;94322;94555;94666;94748;94861;94922;94959;95127;95171;95673;96421;96463;96611;96648;97078;97298;97583;97875;97977;98641;98874;99216;99574;100378;100447;100491;100689;100767;101006;101038;101064;101196;101330;101776;102119;102157;102393;102421;102426;102434;102451;102636;102692;102826;103134;103373;103591;103696;103959;104021;104271;104437;104552;104590;104693;104981;105056;105087;105117;105722;105806;105841;106595;106994;107219;107254;107370;107413;107422;107550;107554;107602;107797;107817;108361;108368;108592;108594;108707;108802;109207;109292;109466;109530;109567;109969;109986;110014;110051;110285;110406;110428;110615;110695;110874;110879;111014;111168;111674;111833;111985;112049;112212;112611;112684;112843;112845;113113;113662;113681;113883;114004;114123;114281;114311;114375;114416;114502;114884;115000;115547;115839;116216;117399;117532;117535;117982;118082;118086;118193;118368;118438;118640;118714;118822;119162;119424;119534;119538;119539;119601;119691;119923;120005;120106;120415;120457;120766;120787;120815;121041;121097;121173;121559;121915;121951;122030;122181;122428;122442;122498;123063;123104;123458;123670;123733;123762;123867;123942;123958;124007;124021;124145;124245;124701;124879;125078;125467;125620;125718;125814;125966;126267;126389;126409;126583;126659;126758;126868;126886;127162;127183;127199;127267;127440;128088;128117;128161;128689;129371;129414;129562;129621;129757;130435;130534;130778;131131;131389;131595;132107;132621;132641;132720;132981;133089;133187;133201;134633;134748;134915;134989;135224;135283;135366;135467;135724;135776;136230;136304;136331;136551;136708;136845;136850;136877;136970;137108;137617;137707;138054;138236;138753;138776;139019;139327;140217;140292;140389;140401;140662;140989;141059;141306;141367;141589;141799;142609;142955;143202;143265;143421;143535;143616;143780;144088;144216;144303;144321;145042;145116;145287;145326;145452;145468;145549;145637;145744;145754;145768;145852;146064;146767;146889;147016;147197;147352;147676;147900;148044;148086;148147;148273;148514;148761;148801;148832;149207;149301;149502;149549;149855;149887;150354;150582;150649;150981;151069;151106;151593;151788;151991;152049;152112;152204;152304;152422;152832;152995;153011;153084;153164;153409;153489;153528;153580;153948;154073;154209;154232;154365;154585;154938;155030;155261;155271;155567;155659;155899;155955;156053;156155;156158;156350;157279;157492;157704;157715;157774;157811;157819;158233;158235;158404;158525;158598;158822;158922;159275;159586;159722;159954;160164;160192;160242;160245;160251;160376;160403;160828;160973;161262;161265;161401;161759;161783;161954;162144;162318;162367;162575;163149;163437;163814;163817;164004;164077;164723;164884;164893;165244;165401;165550;165622;165695;165973;166127;166510;166632;166734;166740;166856;166859;167097;167151;167212;167761;167931,831,18,1,0,0,0,0,4511.033876155783,6532.493722861612
34,C4,"POLYGON ((-112.3085224 33.70628,-112.3085224 33.75658,-112.2321824 33.75658,-112.2321824 33.70628,-112.3085224 33.70628))",POINT (-112.26693023240135 33.72484885296054),-112.26693023240135,33.72484885296054,3343;14575;14577;18552;18586;18642;19038;19142;19152;19523;19681;19758;19828;19925;19937;19938;20186;20195;20355;20741;21361;21437;21709;21883;22546;22643;22710;22913;22935;23572;23732;23769;23789;23843;24156;24246;24341;24405;24470;24698;24705;24884;25058;25113;25250;25643;25657;25714;26056;26176;26195;26405;26952;27317;27400;27652;27711;27788;28826;29017;29304;29756;29758;29881;30143;30190;30251;30429;30486;30514;30678;31026;31372;31527;31578;32018;32270;32866;33226;33364;34101;34103;34199;34704;34831;35042;35045;35449;35607;35853;35975;36181;36190;36330;36455;36505;36649;36850;36967;36992;37134;37427;37541;37616;37801;37843;38769;38955;39080;39146;39484;39719;39736;40692;40809;41309;41338;41997;42008;42050;42813;43280;43559;43669;43713;44085;44200;44436;45793;46099;46179;46392;46946;47038;47128;47552;47766;48269;48299;48354;48557;48982;49053;49083;49359;49835;49938;50122;50219;50360;50465;50539;50739;51104;51224;51758;51883;52048;52190;52239;53043;53102;53166;53370;53492;53556;54177;55745;56006;56151;56291;56549;56584;56619;56889;57370;57476;58250;58256;58353;58823;59144;59310;59444;59625;59793;60699;61197;61282;61500;61793;61814;61822;61888;62208;62395;62448;62800;62875;63133;63263;63463;63718;64066;64316;64493;64517;64721;64774;64974;65027;65059;65296;65515;66330;66864;67126;67276;68594;68601;68975;68992;69004;69497;69618;69654;70274;70941;70994;71898;72383;72511;72560;72936;73324;73434;73644;74073;74261;74606;75771;76026;76213;76278;76634;76667;76788;76847;77235;77885;78056;78307;78714;78821;78849;78877;78979;78992;79015;79139;79179;79469;79482;79758;79911;79963;80518;80602;81084;81278;81840;81856;82144;82236;82317;82473;82660;82696;83182;83505;83916;83967;84629;85078;85227;85312;85610;85942;86391;86755;87604;87648;87742;87967;88595;89146;89203;89461;89532;89553;89656;90074;90174;90271;90713;91079;91930;92699;93037;93334;93354;93661;93823;93871;94081;94460;94508;94783;94939;95885;96413;96594;96661;97115;97206;97615;97648;97760;98019;98076;98505;98748;99297;99433;99436;99768;99790;99810;99961;100859;101035;101056;101429;101583;102221;102414;102639;102684;102808;104163;104328;104615;104664;104774;105161;105346;105483;105781;105793;105808;105949;106070;106308;106427;106443;106956;106980;107265;107301;107432;107484;107668;107809;108248;108419;108508;108839;108930;109904;111068;111231;111255;111725;111882;112122;112166;112265;112743;112794;112872;113124;113529;113559;114392;114470;114610;114740;114741;114754;114881;114962;115024;115093;115164;115398;115418;115467;115549;116003;116499;116920;116974;117086;117290;117491;117708;117917;118463;118563;118836;118929;119722;119760;119800;120182;120204;120360;120785;120999;121047;121078;121352;121503;121547;121747;121800;121804;121901;122022;122405;122655;122676;122969;123267;123760;123922;123943;124353;124355;124511;124976;125090;125276;125787;126691;126813;127059;127314;127840;128060;128783;128937;128969;129303;129328;129375;129417;130263;130428;130525;131314;131361;131382;131699;131730;133177;133234;133314;133375;133708;134145;134417;134487;134640;134805;134952;135244;135286;135368;135651;136027;136264;136348;136942;137172;137826;138297;138300;138329;138759;138895;138931;139573;139577;139673;139704;140274;140647;140701;141077;141299;141576;142124;142413;142640;143018;143034;143383;143483;143528;143913;144252;144875;145176;145874;145919;145960;146042;146342;146444;146985;147180;147692;147990;148223;148478;148741;149101;149197;149825;150332;150387;150686;150791;151281;151406;151420;151478;151537;151979;152289;152315;152390;152512;152609;152720;153217;153298;153338;153591;153604;153655;153735;154165;155138;155336;155458;156794;157160;157293;157336;157714;157722;157958;158649;158991;159200;159425;160203;160246;160720;160756;161019;161340;161834;162232;162472;162680;162865;163224;164089;164833;164970;165054;165144;165403;165543;165954;166026;166126;166202;166276;166594;166743;167093;167269;167830;167906,605,54,1,3,1,2,0,3353.061779901267,4385.260758485349
