name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
South Forest Avenue,33,5640924.0,33,32,1,162.32,1,24,1000.0,residential,6,"LINESTRING (-111.9365984 33.4147410, -111.9365974 33.4148035, -111.9366013 33.4149437, -111.9366028 33.4150954, -111.9366060 33.4154179, -111.9366121 33.4161007, -111.9366127 33.4161377, -111.9366150 33.4162050)",a,1,0,,
South Forest Avenue,34,5640932.0,34,35,1,13.7,1,40,1000.0,residential,6,"LINESTRING (-111.9370825 33.4144000, -111.9370852 33.4145236)",a,1,0,,
South Forest Avenue,35,5640932.0,35,34,1,13.7,1,40,1000.0,residential,6,"LINESTRING (-111.9370852 33.4145236, -111.9370825 33.4144000)",a,1,0,,
East 10th Street,36,5643860.0,36,37,1,160.12,1,24,1000.0,residential,6,"LINESTRING (-111.9381322 33.4190867, -111.9381900 33.4190773, -111.9385248 33.4190744, -111.9394786 33.4190668, -111.9397690 33.4190666, -111.9398030 33.4190672, -111.9398533 33.4190667)",a,1,0,,
East 10th Street,37,5643860.0,37,36,1,160.12,1,24,1000.0,residential,6,"LINESTRING (-111.9398533 33.4190667, -111.9398030 33.4190672, -111.9397690 33.4190666, -111.9394786 33.4190668, -111.9385248 33.4190744, -111.9381900 33.4190773, -111.9381322 33.4190867)",a,1,0,,
South Myrtle Avenue,38,5658805.0,38,39,1,153.37,1,24,1000.0,residential,6,"LINESTRING (-111.9381506 33.4218987, -111.9381490 33.4218417, -111.9381410 33.4212157, -111.9381320 33.4205154)",a,1,0,,
South Myrtle Avenue,39,5658805.0,39,38,1,153.37,1,24,1000.0,residential,6,"LINESTRING (-111.9381320 33.4205154, -111.9381410 33.4212157, -111.9381490 33.4218417, -111.9381506 33.4218987)",a,1,0,,
South Myrtle Avenue,40,5658805.0,39,36,1,158.5,1,24,1000.0,residential,6,"LINESTRING (-111.9381320 33.4205154, -111.9381258 33.4202962, -111.9381248 33.4202238, -111.9381226 33.4201018, -111.9381211 33.4199626, -111.9381172 33.4196844, -111.9381214 33.4191340, -111.9381322 33.4190867)",a,1,0,,
South Myrtle Avenue,41,5658805.0,36,39,1,158.5,1,24,1000.0,residential,6,"LINESTRING (-111.9381322 33.4190867, -111.9381214 33.4191340, -111.9381172 33.4196844, -111.9381211 33.4199626, -111.9381226 33.4201018, -111.9381248 33.4202238, -111.9381258 33.4202962, -111.9381320 33.4205154)",a,1,0,,
South College Avenue,42,5660964.0,40,9,1,84.05,1,40,1200.0,tertiary,5,"LINESTRING (-111.9349858 33.4250908, -111.9349838 33.4248448, -111.9349821 33.4243872, -111.9349819 33.4243327)",a,1,0,,
South College Avenue,43,5660964.0,9,40,1,84.05,1,40,1200.0,tertiary,5,"LINESTRING (-111.9349819 33.4243327, -111.9349821 33.4243872, -111.9349838 33.4248448, -111.9349858 33.4250908)",a,1,0,,
South College Avenue,44,5660964.0,9,41,1,125.0,1,40,1200.0,tertiary,5,"LINESTRING (-111.9349819 33.4243327, -111.9349810 33.4242678, -111.9349897 33.4234920, -111.9349904 33.4233800, -111.9349911 33.4233422, -111.9349907 33.4232970, -111.9349769 33.4232060)",a,1,0,,
South College Avenue,45,5660964.0,41,9,1,125.0,1,40,1200.0,tertiary,5,"LINESTRING (-111.9349769 33.4232060, -111.9349907 33.4232970, -111.9349911 33.4233422, -111.9349904 33.4233800, -111.9349897 33.4234920, -111.9349810 33.4242678, -111.9349819 33.4243327)",a,1,0,,
South College Avenue,46,5660964.0,41,42,1,133.48,1,40,1200.0,tertiary,5,"LINESTRING (-111.9349769 33.4232060, -111.9349755 33.4231541, -111.9349743 33.4231162, -111.9349706 33.4226097, -111.9349677 33.4220796, -111.9349690 33.4220021)",a,1,0,,
South College Avenue,47,5660964.0,42,41,1,133.48,1,40,1200.0,tertiary,5,"LINESTRING (-111.9349690 33.4220021, -111.9349677 33.4220796, -111.9349706 33.4226097, -111.9349743 33.4231162, -111.9349755 33.4231541, -111.9349769 33.4232060)",a,1,0,,
West 12th Street,48,5662409.0,43,44,1,29.67,1,30,1000.0,residential,6,"LINESTRING (-111.9399810 33.4162084, -111.9400367 33.4162052, -111.9403000 33.4162033)",a,1,0,,
West 12th Street,49,5662409.0,44,43,1,29.67,1,30,1000.0,residential,6,"LINESTRING (-111.9403000 33.4162033, -111.9400367 33.4162052, -111.9399810 33.4162084)",a,1,0,,
East Tyler Street,50,5664425.0,45,46,1,97.84,1,24,1000.0,residential,6,"LINESTRING (-111.9289334 33.4202593, -111.9288120 33.4202592, -111.9287742 33.4202597, -111.9281091 33.4202688, -111.9280210 33.4202698, -111.9279077 33.4202707, -111.9278824 33.4202775)",a,1,0,,
East Tyler Street,51,5664425.0,46,45,1,97.84,1,24,1000.0,residential,6,"LINESTRING (-111.9278824 33.4202775, -111.9279077 33.4202707, -111.9280210 33.4202698, -111.9281091 33.4202688, -111.9287742 33.4202597, -111.9288120 33.4202592, -111.9289334 33.4202593)",a,1,0,,
East 13th Street,52,5665834.0,47,12,1,167.81,1,30,1000.0,residential,6,"LINESTRING (-111.9391660 33.4147167, -111.9390998 33.4147175, -111.9389509 33.4147146, -111.9388947 33.4147102, -111.9388268 33.4147020, -111.9386759 33.4146732, -111.9385770 33.4146636, -111.9384793 33.4146618, -111.9380531 33.4146540, -111.9378899 33.4146534, -111.9376248 33.4146524, -111.9374558 33.4146478, -111.9373669 33.4146466)",a,0,0,,
West 9th Street,53,5669184.0,48,49,1,67.35,1,24,1000.0,residential,6,"LINESTRING (-111.9391522 33.4204981, -111.9392023 33.4204960, -111.9397030 33.4204945, -111.9398241 33.4204922, -111.9398765 33.4204910)",a,1,0,,
West 9th Street,54,5669184.0,49,48,1,67.35,1,24,1000.0,residential,6,"LINESTRING (-111.9398765 33.4204910, -111.9398241 33.4204922, -111.9397030 33.4204945, -111.9392023 33.4204960, -111.9391522 33.4204981)",a,1,0,,
East 7th Street,55,5670078.0,50,51,1,167.57,1,40,1000.0,residential,6,"LINESTRING (-111.9399709 33.4231952, -111.9398828 33.4231969, -111.9394076 33.4231921, -111.9391983 33.4231924, -111.9391380 33.4231925, -111.9387027 33.4231930, -111.9386920 33.4231930, -111.9381685 33.4231955)",a,1,0,,
East 7th Street,56,5670078.0,51,50,1,167.57,1,40,1000.0,residential,6,"LINESTRING (-111.9381685 33.4231955, -111.9386920 33.4231930, -111.9387027 33.4231930, -111.9391380 33.4231925, -111.9391983 33.4231924, -111.9394076 33.4231921, -111.9398828 33.4231969, -111.9399709 33.4231952)",a,1,0,,
East 7th Street,57,5670078.0,51,52,1,139.74,1,40,1000.0,residential,6,"LINESTRING (-111.9381685 33.4231955, -111.9380580 33.4231968, -111.9376809 33.4231987, -111.9374296 33.4231985, -111.9370222 33.4232024, -111.9367664 33.4232043, -111.9366654 33.4232048)",a,1,0,,
East 7th Street,58,5670078.0,52,51,1,139.74,1,40,1000.0,residential,6,"LINESTRING (-111.9366654 33.4232048, -111.9367664 33.4232043, -111.9370222 33.4232024, -111.9374296 33.4231985, -111.9376809 33.4231987, -111.9380580 33.4231968, -111.9381685 33.4231955)",a,1,0,,
East 7th Street,59,5670078.0,52,41,1,156.98,1,40,1000.0,residential,6,"LINESTRING (-111.9366654 33.4232048, -111.9365580 33.4232063, -111.9356702 33.4232076, -111.9354760 33.4232079, -111.9351775 33.4232050, -111.9351531 33.4232048, -111.9351160 33.4232044, -111.9349769 33.4232060)",a,1,0,,
East 7th Street,60,5670078.0,41,52,1,156.98,1,40,1000.0,residential,6,"LINESTRING (-111.9349769 33.4232060, -111.9351160 33.4232044, -111.9351531 33.4232048, -111.9351775 33.4232050, -111.9354760 33.4232079, -111.9356702 33.4232076, -111.9365580 33.4232063, -111.9366654 33.4232048)",a,1,0,,
West 11th Street,61,5691747.0,53,54,1,25.54,1,40,1000.0,residential,6,"LINESTRING (-111.9400253 33.4176249, -111.9401043 33.4176268, -111.9401446 33.4176277, -111.9403000 33.4176277)",a,1,0,,
West 11th Street,62,5691747.0,54,53,1,25.54,1,40,1000.0,residential,6,"LINESTRING (-111.9403000 33.4176277, -111.9401446 33.4176277, -111.9401043 33.4176268, -111.9400253 33.4176249)",a,1,0,,
East Rio Salado Parkway,63,23617748.0,55,56,1,165.88,2,56,1600.0,secondary,4,"LINESTRING (-111.9374150 33.4304040, -111.9373130 33.4304390, -111.9372259 33.4304688, -111.9370459 33.4305056, -111.9368333 33.4305487, -111.9366715 33.4305626, -111.9364650 33.4305639, -111.9362871 33.4305543, -111.9360834 33.4305321, -111.9358756 33.4304867, -111.9356760 33.4304358)",a,0,0,,
East Rio Salado Parkway,64,23617748.0,56,57,1,81.4,2,56,1600.0,secondary,4,"LINESTRING (-111.9356760 33.4304358, -111.9354542 33.4303462, -111.9353103 33.4302796, -111.9351664 33.4302037, -111.9349285 33.4300573)",a,0,0,,
East Rio Salado Parkway,65,23617748.0,57,58,1,31.45,2,56,1600.0,secondary,4,"LINESTRING (-111.9349285 33.4300573, -111.9346717 33.4298726)",a,0,0,,
South Mill Avenue,66,28751543.0,59,60,1,47.87,2,48,1800.0,primary,3,"LINESTRING (-111.9400645 33.4312508, -111.9401260 33.4316795)",a,0,0,,
South Mill Avenue,67,28752299.0,61,62,1,63.85,2,48,1800.0,primary,3,"LINESTRING (-111.9403000 33.4308807, -111.9402509 33.4307385, -111.9401986 33.4305606, -111.9401399 33.4303209)",a,0,0,,
North Scottsdale Road,68,28752533.0,63,1,1,152.59,3,56,1800.0,primary,3,"LINESTRING (-111.9262890 33.4298413, -111.9262877 33.4312176)",a,1,0,,
North Scottsdale Road,69,28752533.0,1,63,1,152.59,3,56,1800.0,primary,3,"LINESTRING (-111.9262877 33.4312176, -111.9262890 33.4298413)",a,1,0,,
West 13th Street,70,28821415.0,64,65,1,9.67,1,30,1000.0,residential,6,"LINESTRING (-111.9403000 33.4147075, -111.9401960 33.4147084)",a,0,0,,
East 13th Street,71,28821444.0,66,11,1,16.39,1,30,1000.0,residential,6,"LINESTRING (-111.9381424 33.4149982, -111.9381757 33.4149863, -111.9382691 33.4149393, -111.9382922 33.4149218)",a,0,0,,
East 13th Street,72,28821444.0,11,67,1,154.43,1,30,1000.0,residential,6,"LINESTRING (-111.9382922 33.4149218, -111.9383332 33.4148959, -111.9384187 33.4148364, -111.9385303 33.4148077, -111.9386934 33.4147934, -111.9389766 33.4147934, -111.9391325 33.4147957, -111.9397571 33.4147835, -111.9397761 33.4147831, -111.9399110 33.4147844)",a,0,0,,
East Orange Street,73,28875481.0,68,69,1,237.41,1,24,1000.0,residential,6,"LINESTRING (-111.9314005 33.4183668, -111.9312446 33.4183693, -111.9311612 33.4183763, -111.9310816 33.4183981, -111.9310345 33.4184085, -111.9309963 33.4184114, -111.9307751 33.4184131, -111.9302052 33.4184174, -111.9300761 33.4184192, -111.9289538 33.4184337, -111.9288536 33.4184375)",a,1,0,,
East Orange Street,74,28875481.0,69,68,1,237.41,1,24,1000.0,residential,6,"LINESTRING (-111.9288536 33.4184375, -111.9289538 33.4184337, -111.9300761 33.4184192, -111.9302052 33.4184174, -111.9307751 33.4184131, -111.9309963 33.4184114, -111.9310345 33.4184085, -111.9310816 33.4183981, -111.9311612 33.4183763, -111.9312446 33.4183693, -111.9314005 33.4183668)",a,1,0,,
East Apache Boulevard,75,30031286.0,70,71,1,17.86,2,56,1800.0,primary,3,"LINESTRING (-111.9262920 33.4146937, -111.9261035 33.4146985, -111.9261000 33.4146985)",a,0,0,,
South McAllister Avenue,76,30031291.0,72,73,1,29.46,1,40,1000.0,residential,6,"LINESTRING (-111.9306650 33.4146657, -111.9306655 33.4145974, -111.9306655 33.4144000)",a,1,0,,
South McAllister Avenue,77,30031291.0,73,72,1,29.46,1,40,1000.0,residential,6,"LINESTRING (-111.9306655 33.4144000, -111.9306655 33.4145974, -111.9306650 33.4146657)",a,1,0,,
East Veterans Way,78,30031644.0,74,75,1,72.21,1,48,1200.0,tertiary,5,"LINESTRING (-111.9301640 33.4230713, -111.9300699 33.4230394, -111.9299871 33.4230080, -111.9299028 33.4229702, -111.9298195 33.4229296, -111.9297369 33.4228875, -111.9296372 33.4228337, -111.9294899 33.4227512)",a,1,0,,
East Veterans Way,79,30031644.0,75,74,1,72.21,1,48,1200.0,tertiary,5,"LINESTRING (-111.9294899 33.4227512, -111.9296372 33.4228337, -111.9297369 33.4228875, -111.9298195 33.4229296, -111.9299028 33.4229702, -111.9299871 33.4230080, -111.9300699 33.4230394, -111.9301640 33.4230713)",a,1,0,,
East Veterans Way,80,30031694.0,76,77,1,119.81,1,48,1200.0,tertiary,5,"LINESTRING (-111.9349416 33.4254115, -111.9347526 33.4253235, -111.9346612 33.4252835, -111.9345644 33.4252434, -111.9344860 33.4252146, -111.9344008 33.4251844, -111.9337690 33.4249658)",a,0,0,,
East Veterans Way,81,30031694.0,77,78,1,296.46,1,48,1200.0,tertiary,5,"LINESTRING (-111.9337690 33.4249658, -111.9336623 33.4249299, -111.9334908 33.4248691, -111.9333825 33.4248299, -111.9332692 33.4247847, -111.9331564 33.4247344, -111.9330504 33.4246818, -111.9329336 33.4246196, -111.9328259 33.4245542, -111.9327186 33.4244845, -111.9326075 33.4244052, -111.9325074 33.4243280, -111.9324186 33.4242553, -111.9323330 33.4241844, -111.9321121 33.4240022, -111.9315938 33.4235729, -111.9315397 33.4235322, -111.9314818 33.4234889, -111.9314285 33.4234518, -111.9313747 33.4234182, -111.9313148 33.4233843, -111.9312621 33.4233557)",a,0,0,,
East Veterans Way,82,30031703.0,79,80,1,204.88,1,48,1200.0,tertiary,5,"LINESTRING (-111.9304115 33.4231876, -111.9305238 33.4232284, -111.9305852 33.4232520, -111.9309416 33.4233814, -111.9310075 33.4234055, -111.9310718 33.4234297, -111.9311394 33.4234601, -111.9311950 33.4234873, -111.9312556 33.4235200, -111.9313179 33.4235570, -111.9313760 33.4235943, -111.9314329 33.4236353, -111.9314836 33.4236757, -111.9315441 33.4237240, -111.9320002 33.4241036, -111.9321775 33.4242506)",a,0,0,,
East Veterans Way,83,30031703.0,80,81,1,146.65,1,48,1200.0,tertiary,5,"LINESTRING (-111.9321775 33.4242506, -111.9324299 33.4244573, -111.9325371 33.4245376, -111.9326362 33.4246071, -111.9327387 33.4246713, -111.9328519 33.4247394, -111.9329461 33.4247899, -111.9330344 33.4248333, -111.9331259 33.4248769, -111.9332320 33.4249219, -111.9333465 33.4249665, -111.9334559 33.4250076)",a,0,0,,
East Veterans Way,84,30031703.0,81,82,1,50.69,1,48,1200.0,tertiary,5,"LINESTRING (-111.9334559 33.4250076, -111.9336012 33.4250592, -111.9337013 33.4250972, -111.9337914 33.4251323, -111.9338643 33.4251601, -111.9339519 33.4251973)",a,0,0,,
Gammage Parkway,85,72748048.0,83,84,1,276.12,1,24,1000.0,residential,6,"LINESTRING (-111.9366801 33.4176179, -111.9367204 33.4176388, -111.9367603 33.4176472, -111.9367844 33.4176481, -111.9372473 33.4176456, -111.9376553 33.4176415, -111.9380863 33.4176374, -111.9381405 33.4176359, -111.9382212 33.4176353, -111.9390243 33.4176262, -111.9396414 33.4176196)",a,0,0,,
East Lemon Street,86,157628502.0,32,85,1,155.62,1,24,1000.0,residential,6,"LINESTRING (-111.9366150 33.4162050, -111.9365070 33.4161976, -111.9364706 33.4161971, -111.9364014 33.4161951, -111.9363378 33.4161897, -111.9362854 33.4161798, -111.9362434 33.4161713, -111.9361764 33.4161524, -111.9360509 33.4161184, -111.9359784 33.4161084, -111.9359116 33.4161059, -111.9352442 33.4161107, -111.9350403 33.4161126, -111.9349556 33.4161131)",a,1,0,,
East Lemon Street,87,157628502.0,85,32,1,155.62,1,24,1000.0,residential,6,"LINESTRING (-111.9349556 33.4161131, -111.9350403 33.4161126, -111.9352442 33.4161107, -111.9359116 33.4161059, -111.9359784 33.4161084, -111.9360509 33.4161184, -111.9361764 33.4161524, -111.9362434 33.4161713, -111.9362854 33.4161798, -111.9363378 33.4161897, -111.9364014 33.4161951, -111.9364706 33.4161971, -111.9365070 33.4161976, -111.9366150 33.4162050)",a,1,0,,
East Lemon Street,88,157628502.0,85,86,1,159.68,1,24,1000.0,residential,6,"LINESTRING (-111.9349556 33.4161131, -111.9348472 33.4161125, -111.9341510 33.4161148, -111.9338439 33.4161174, -111.9334735 33.4161208, -111.9334013 33.4161209, -111.9333800 33.4161208, -111.9333371 33.4161172, -111.9333036 33.4161090, -111.9332806 33.4160911, -111.9332660 33.4160668)",a,1,0,,
East Lemon Street,89,157628502.0,86,85,1,159.68,1,24,1000.0,residential,6,"LINESTRING (-111.9332660 33.4160668, -111.9332806 33.4160911, -111.9333036 33.4161090, -111.9333371 33.4161172, -111.9333800 33.4161208, -111.9334013 33.4161209, -111.9334735 33.4161208, -111.9338439 33.4161174, -111.9341510 33.4161148, -111.9348472 33.4161125, -111.9349556 33.4161131)",a,1,0,,
West 13th Street,90,196248327.0,67,87,1,36.16,1,30,1000.0,residential,6,"LINESTRING (-111.9399110 33.4147844, -111.9400782 33.4147851, -111.9403000 33.4147855)",a,0,0,,
South Forest Avenue,91,223225595.0,25,8,1,127.71,1,40,1000.0,residential,6,"LINESTRING (-111.9366724 33.4255110, -111.9366710 33.4253990, -111.9366717 33.4253795, -111.9366697 33.4248479, -111.9366683 33.4244745, -111.9366660 33.4243591)",a,1,0,,
South Forest Avenue,92,223225595.0,8,25,1,127.71,1,40,1000.0,residential,6,"LINESTRING (-111.9366660 33.4243591, -111.9366683 33.4244745, -111.9366697 33.4248479, -111.9366717 33.4253795, -111.9366710 33.4253990, -111.9366724 33.4255110)",a,1,0,,
South Forest Avenue,93,223225595.0,8,52,1,127.98,1,40,1000.0,residential,6,"LINESTRING (-111.9366660 33.4243591, -111.9366648 33.4242405, -111.9366637 33.4237874, -111.9366640 33.4233219, -111.9366654 33.4232048)",a,1,0,,
South Forest Avenue,94,223225595.0,52,8,1,127.98,1,40,1000.0,residential,6,"LINESTRING (-111.9366654 33.4232048, -111.9366640 33.4233219, -111.9366637 33.4237874, -111.9366648 33.4242405, -111.9366660 33.4243591)",a,1,0,,
South Forest Avenue,95,223225595.0,52,88,1,93.28,1,40,1000.0,residential,6,"LINESTRING (-111.9366654 33.4232048, -111.9366650 33.4230885, -111.9366642 33.4225993, -111.9366668 33.4224568, -111.9366651 33.4223635)",a,1,0,,
South Forest Avenue,96,223225595.0,88,52,1,93.28,1,40,1000.0,residential,6,"LINESTRING (-111.9366651 33.4223635, -111.9366668 33.4224568, -111.9366642 33.4225993, -111.9366650 33.4230885, -111.9366654 33.4232048)",a,1,0,,
East 11th Street,97,256917834.0,89,90,1,16.76,1,30,1000.0,residential,6,"LINESTRING (-111.9400241 33.4174558, -111.9399531 33.4174545, -111.9398726 33.4174547, -111.9398439 33.4174549)",a,0,0,,
East Apache Boulevard,98,256917835.0,33,66,1,147.93,4,80,1800.0,primary,3,"LINESTRING (-111.9365984 33.4147410, -111.9369448 33.4147411, -111.9371250 33.4147545, -111.9373329 33.4147792, -111.9375555 33.4148144, -111.9377195 33.4148596, -111.9379334 33.4149198, -111.9381424 33.4149982)",a,0,0,,
East Apache Boulevard,99,256917835.0,66,91,1,175.83,4,80,1800.0,primary,3,"LINESTRING (-111.9381424 33.4149982, -111.9383541 33.4150954, -111.9385452 33.4151936, -111.9388391 33.4153857, -111.9391299 33.4156399, -111.9392616 33.4157769, -111.9393788 33.4159142, -111.9394362 33.4159978, -111.9394920 33.4160741)",a,0,0,,
South Mill Avenue,100,256917836.0,92,14,1,102.28,2,48,1800.0,primary,3,"LINESTRING (-111.9400670 33.4273849, -111.9400679 33.4272820, -111.9400760 33.4265405, -111.9400770 33.4264624)",a,0,0,,
South Mill Avenue,101,256917837.0,93,94,1,109.27,2,48,1800.0,primary,3,"LINESTRING (-111.9399323 33.4219356, -111.9399401 33.4220728, -111.9399359 33.4224161, -111.9399329 33.4225004, -111.9399378 33.4225634, -111.9399651 33.4229201)",a,0,0,,
South Mill Avenue,102,256917838.0,95,96,1,11.55,2,48,1800.0,primary,3,"LINESTRING (-111.9399630 33.4295773, -111.9399662 33.4296617, -111.9399670 33.4296814)",a,0,0,,
South Rural Road,103,264834598.0,97,98,1,333.54,3,56,1800.0,primary,3,"LINESTRING (-111.9262230 33.4245011, -111.9262235 33.4245838, -111.9262174 33.4268401, -111.9262149 33.4275095)",a,0,0,,
North Scottsdale Road,104,264834599.0,99,100,1,53.01,3,56,1800.0,primary,3,"LINESTRING (-111.9262855 33.4290006, -111.9262931 33.4294787)",a,1,0,,
North Scottsdale Road,105,264834599.0,100,99,1,53.01,4,56,1800.0,primary,3,"LINESTRING (-111.9262931 33.4294787, -111.9262855 33.4290006)",a,1,0,,
South Rural Road,106,264834600.0,101,102,1,14.54,4,56,1800.0,primary,3,"LINESTRING (-111.9263865 33.4240145, -111.9263882 33.4238834)",a,0,0,,
South Rural Road,107,264834600.0,102,103,1,60.04,4,56,1800.0,primary,3,"LINESTRING (-111.9263882 33.4238834, -111.9263824 33.4233419)",a,0,0,,
,108,264834603.0,102,104,1,65.4,1,80,1800.0,primary,3,"LINESTRING (-111.9263882 33.4238834, -111.9263051 33.4237541, -111.9263051 33.4234101, -111.9262922 33.4233833, -111.9262730 33.4233624, -111.9262287 33.4233394)",a,0,1,,
,109,264834603.0,104,105,1,11.96,1,80,1800.0,primary,3,"LINESTRING (-111.9262287 33.4233394, -111.9261044 33.4233397, -111.9261000 33.4233397)",a,0,1,,
,110,264834604.0,106,107,1,49.27,1,80,1800.0,primary,3,"LINESTRING (-111.9262331 33.4228357, -111.9261445 33.4231942, -111.9261240 33.4232382, -111.9261057 33.4232574, -111.9261000 33.4232618)",a,0,1,,
South Packard Drive,111,265805477.0,108,109,1,114.18,1,30,800.0,unclassified,15,"LINESTRING (-111.9292907 33.4298130, -111.9293116 33.4293114, -111.9293031 33.4289061, -111.9293050 33.4287835)",a,1,0,,
South Packard Drive,112,265805477.0,109,108,1,114.18,1,30,800.0,unclassified,15,"LINESTRING (-111.9293050 33.4287835, -111.9293031 33.4289061, -111.9293116 33.4293114, -111.9292907 33.4298130)",a,1,0,,
,113,265805487.0,56,110,1,58.93,1,60,1600.0,secondary,4,"LINESTRING (-111.9356760 33.4304358, -111.9354470 33.4303966, -111.9352281 33.4303014, -111.9351907 33.4302952, -111.9351668 33.4302982, -111.9351415 33.4303116, -111.9350939 33.4303441)",a,0,1,,
East University Drive,114,282127136.0,42,111,1,157.44,2,56,1600.0,secondary,4,"LINESTRING (-111.9349690 33.4220021, -111.9350628 33.4220020, -111.9362677 33.4219925, -111.9365660 33.4219912, -111.9366624 33.4219915)",a,0,0,,
East 6th Street,115,305490058.0,112,113,1,65.33,1,40,1000.0,residential,6,"LINESTRING (-111.9399690 33.4243446, -111.9398724 33.4243447, -111.9392663 33.4243488)",a,1,0,,
East 6th Street,116,305490058.0,113,112,1,65.33,1,40,1000.0,residential,6,"LINESTRING (-111.9392663 33.4243488, -111.9398724 33.4243447, -111.9399690 33.4243446)",a,1,0,,
East University Drive,117,329703992.0,114,115,1,300.61,2,56,1600.0,secondary,4,"LINESTRING (-111.9307620 33.4220419, -111.9332209 33.4220178, -111.9339953 33.4220122)",a,0,0,,
South Mill Avenue,118,333522314.0,116,117,1,47.08,2,48,1800.0,primary,3,"LINESTRING (-111.9399684 33.4297750, -111.9399777 33.4299169, -111.9399814 33.4300316, -111.9399803 33.4301994)",a,0,0,,
East 13th Street,119,339640420.0,35,118,1,192.97,1,40,1000.0,residential,6,"LINESTRING (-111.9370852 33.4145236, -111.9372334 33.4145237, -111.9391606 33.4145063)",a,1,0,,
East 13th Street,120,339640420.0,118,35,1,192.97,1,40,1000.0,residential,6,"LINESTRING (-111.9391606 33.4145063, -111.9372334 33.4145237, -111.9370852 33.4145236)",a,1,0,,
East 13th Street,121,339640420.0,118,119,1,45.5,1,40,1000.0,residential,6,"LINESTRING (-111.9391606 33.4145063, -111.9394828 33.4145034, -111.9396432 33.4145427)",a,1,0,,
East 13th Street,122,339640420.0,119,118,1,45.5,1,40,1000.0,residential,6,"LINESTRING (-111.9396432 33.4145427, -111.9394828 33.4145034, -111.9391606 33.4145063)",a,1,0,,
East Rio Salado Parkway,123,371455229.0,96,120,1,11.63,2,56,1600.0,secondary,4,"LINESTRING (-111.9399670 33.4296814, -111.9400370 33.4296738, -111.9400910 33.4296678)",a,0,0,,
South Rural Road,124,395215600.0,121,122,1,48.82,4,56,1800.0,primary,3,"LINESTRING (-111.9262990 33.4195429, -111.9263055 33.4199832)",a,1,0,,
South Rural Road,125,395215600.0,122,121,1,48.82,3,56,1800.0,primary,3,"LINESTRING (-111.9263055 33.4199832, -111.9262990 33.4195429)",a,1,0,,
,126,395489954.0,118,47,1,23.33,1,40,1000.0,residential,6,"LINESTRING (-111.9391606 33.4145063, -111.9391648 33.4146744, -111.9391660 33.4147167)",a,1,0,,
,127,395489954.0,47,118,1,23.33,1,40,1000.0,residential,6,"LINESTRING (-111.9391660 33.4147167, -111.9391648 33.4146744, -111.9391606 33.4145063)",a,1,0,,
South Mill Avenue,128,395489956.0,123,124,1,64.2,2,60,1600.0,secondary,4,"LINESTRING (-111.9399200 33.4154527, -111.9398582 33.4155259, -111.9398483 33.4156100, -111.9398253 33.4156688, -111.9397920 33.4157247, -111.9397232 33.4158205, -111.9396384 33.4159081, -111.9396045 33.4159562)",a,0,0,,
East 5th Street,129,402537657.0,25,125,1,32.76,1,48,1200.0,tertiary,5,"LINESTRING (-111.9366724 33.4255110, -111.9365820 33.4255110, -111.9364890 33.4255110, -111.9363620 33.4255111, -111.9363200 33.4255111)",a,1,0,,
East 5th Street,130,402537657.0,125,25,1,32.76,1,48,1200.0,tertiary,5,"LINESTRING (-111.9363200 33.4255111, -111.9363620 33.4255111, -111.9364890 33.4255110, -111.9365820 33.4255110, -111.9366724 33.4255110)",a,1,0,,
East 5th Street,131,402537658.0,126,127,1,27.73,1,48,1200.0,tertiary,5,"LINESTRING (-111.9353781 33.4255083, -111.9352822 33.4255030, -111.9352109 33.4254966, -111.9351425 33.4254881, -111.9350826 33.4254772)",a,1,0,,
East 5th Street,132,402537658.0,127,126,1,27.73,1,48,1200.0,tertiary,5,"LINESTRING (-111.9350826 33.4254772, -111.9351425 33.4254881, -111.9352109 33.4254966, -111.9352822 33.4255030, -111.9353781 33.4255083)",a,1,0,,
East 5th Street,133,402560701.0,128,129,1,10.51,1,48,1200.0,tertiary,5,"LINESTRING (-111.9400790 33.4255092, -111.9399839 33.4255083, -111.9399659 33.4255082)",a,1,0,,
East 5th Street,134,402560701.0,129,128,1,10.51,1,48,1200.0,tertiary,5,"LINESTRING (-111.9399659 33.4255082, -111.9399839 33.4255083, -111.9400790 33.4255092)",a,1,0,,
East Apache Boulevard,135,402560702.0,91,130,1,111.72,2,80,1800.0,primary,3,"LINESTRING (-111.9394920 33.4160741, -111.9395917 33.4162443, -111.9396552 33.4163722, -111.9396985 33.4164722, -111.9397357 33.4165691, -111.9397719 33.4166997, -111.9397962 33.4167943, -111.9398174 33.4169022, -111.9398348 33.4170325)",a,0,0,,
South Mill Avenue,136,402560705.0,131,6,1,38.37,2,48,1800.0,primary,3,"LINESTRING (-111.9400789 33.4246910, -111.9400731 33.4244483, -111.9400710 33.4243450)",a,0,0,,
South Mill Avenue,137,402560706.0,132,133,1,67.75,2,48,1800.0,primary,3,"LINESTRING (-111.9399818 33.4275753, -111.9399855 33.4276546, -111.9399863 33.4277658, -111.9399896 33.4278861, -111.9399894 33.4281863)",a,0,0,,
