index,value
938,2133.418588850504
939,408.47796343918395
940,323.3665123743486
941,2014.7727227581015
942,54.28279376451494
943,330.97945825318163
944,137.62310285983565
945,396.23991004642966
946,13.221919948374826
947,0.0
948,385.20651685672163
949,320.1546273370513
950,229.71847321047886
951,3118.5895873568165
952,0.0
953,2326.7379248198104
954,286.35105702432566
955,249.43631532705245
956,2047.247454061656
957,0.0
958,1152.4131104918174
959,1235.3454468835369
960,251.40001468734368
961,2071.625709856378
962,0.0
